text,g,frequency
Miguel,M,2883
Roman,M,2875
Steven,M,2869
Kaleb,M,2857
Ivan,M,2855
Wesley,M,2833
Hadley,F,2825
Andrea,F,2813
Maria,F,2807
Richard,M,2788
Jaden,M,2779
Brooke,F,2749
Isabelle,F,2748
Mariah,F,2744
Ezra,M,2739
Victor,M,2723
Joel,M,2720
Edward,M,2698
Mya,F,2688
Brielle,F,2686
Aidan,M,2661
Jayce,M,2655
Preston,M,2650
Quinn,F,2646
Vivian,F,2644
Greyson,M,2643
Mary,F,2639
Brian,M,2638
Natalia,F,2627
Kaden,M,2623
Liliana,F,2610
Payton,F,2609
Ashton,M,2609
Lilly,F,2604
Eliana,F,2603
Alan,M,2603
Patrick,M,2589
Cora,F,2583
Jade,F,2578
Kyle,M,2577
Paige,F,2573
Valentina,F,2558
Jesse,M,2550
Riley,M,2549
George,M,2543
Jeremy,M,2520
Marcus,M,2518
Kendall,F,2511
Jude,M,2509
Harrison,M,2506
Clara,F,2504
Weston,M,2482
Ryker,M,2478
Alejandro,M,2465
Jake,M,2442
Axel,M,2425
Theodore,M,2423
Grant,M,2418
Maddox,M,2413
Emmanuel,M,2393
Elena,F,2386
Jordyn,F,2379
Cayden,M,2379
Kaitlyn,F,2372
Emmett,M,2356
Delilah,F,2338
Isabel,F,2332
Brady,M,2328
Bradley,M,2315
Malachi,M,2311
Gael,M,2305
Rachel,F,2303
Destiny,F,2295
Oscar,M,2240
Tucker,M,2238
Abel,M,2233
Amy,F,2231
Jameson,M,2226
Abraham,M,2211
Mckenzie,F,2209
Gabrielle,F,2208
Caden,M,2207
Mark,M,2198
Sean,M,2191
Ezekiel,M,2179
Kenneth,M,2169
Brooklynn,F,2152
Gage,M,2146
Katelyn,F,2143
Everett,M,2142
Laila,F,2137
Ariel,F,2127
Nicolas,M,2125
Aurora,F,2123
Kingston,M,2123
Angelina,F,2109
Zayden,M,2108
Aliyah,F,2104
King,M,2096
Juliana,F,2095
Ivy,F,2092
Adriana,F,2089
Vanessa,F,2088
Sara,F,2081
Lyla,F,2078
Bennett,M,2073
Willow,F,2071
Reese,F,2060
Calvin,M,2059
Hazel,F,2051
Avery,M,2045
Tanner,M,2043
Eden,F,2040
Paul,M,2030
Elise,F,2015
Josephine,F,2009
Kai,M,1976
Kinsley,F,1973
Ximena,F,1957
Jessica,F,1946
Londyn,F,1944
Gracie,F,1939
Makenzie,F,1933
Maximus,M,1924
Isla,F,1910
Luca,M,1895
Rylan,M,1893
Michelle,F,1886
Graham,M,1883
Omar,M,1880
Valerie,F,1875
Derek,M,1871
Catherine,F,1860
Kylee,F,1857
Melody,F,1852
Peter,M,1849
Jayceon,M,1844
Adalynn,F,1843
Jorge,M,1842
Peyton,M,1842
Devin,M,1837
Jayla,F,1832
Collin,M,1826
Alexia,F,1822
Valeria,F,1815
Andres,M,1794
Rebecca,F,1791
Izabella,F,1779
Adalyn,F,1777
Margaret,F,1769
Jaiden,M,1758
Alana,F,1754
Alaina,F,1752
Cody,M,1748
Luna,F,1742
Alivia,F,1740
Kate,F,1737
Zane,M,1736
Norah,F,1723
Amir,M,1722
Summer,F,1721
Kendra,F,1720
Ryleigh,F,1715
Corbin,M,1704
Francisco,M,1698
Lila,F,1695
Julianna,F,1694
Xander,M,1694
Conner,M,1692
Eduardo,M,1689
Jennifer,F,1688
Hayden,F,1681
Javier,M,1680
Jax,M,1677
Emery,F,1671
Stephanie,F,1671
Angela,F,1640
Fiona,F,1638
Myles,M,1631
Presley,F,1627
Daisy,F,1625
Griffin,M,1622
Eliza,F,1618
Iker,M,1616
Garrett,M,1613
Harmony,F,1612
Damien,M,1609
Simon,M,1607
Zander,M,1592
Melissa,F,1590
Seth,M,1590
Travis,M,1579
Keira,F,1568
Emilia,F,1561
Giselle,F,1561
Alexandria,F,1559
Kinley,F,1559
Charlie,M,1559
Alayna,F,1558
Cristian,M,1532
Trevor,M,1530
Marley,F,1528
Arabella,F,1524
Emerson,F,1523
Zion,M,1520
Lorenzo,M,1510
Chance,M,1507
Dean,M,1507
Gunner,M,1505
Adelyn,F,1504
Elliot,M,1502
Lola,F,1491
Lukas,M,1488
Brynn,F,1483
Cash,M,1478
Elliott,M,1475
Israel,M,1468
Leila,F,1467
Mckenna,F,1466
Manuel,M,1466
Aniyah,F,1461
Jasper,M,1460
Genevieve,F,1459
Allie,F,1457
Spencer,M,1455
Keegan,M,1454
Josue,M,1452
Athena,F,1451
Finn,M,1451
Stephen,M,1446
Gabriela,F,1441
Daniela,F,1438
Cecilia,F,1432
Esther,F,1430
Fernando,M,1427
Ricardo,M,1427
Rose,F,1423
Callie,F,1417
Mario,M,1417
Adrianna,F,1412
Jenna,F,1411
Haley,F,1404
Jeffrey,M,1402
Shane,M,1392
Leilani,F,1388
Hope,F,1387
Maggie,F,1380
Clayton,M,1380
Adeline,F,1375
Reid,M,1371
Jaylah,F,1364
Amaya,F,1361
Erick,M,1359
Cesar,M,1353
Paxton,M,1348
Judah,M,1342
Martin,M,1341
Ana,F,1338
Maci,F,1336
Raymond,M,1335
Juliet,F,1328
Trenton,M,1327
Jacqueline,F,1325
Charlie,F,1323
Lucia,F,1323
Camille,F,1322
Johnny,M,1321
Tessa,F,1318
Andre,M,1313
Tyson,M,1313
Katie,F,1312
Beau,M,1297
Miranda,F,1296
Maverick,M,1296
Landen,M,1293
Caiden,M,1291
Lexi,F,1290
Jada,F,1288
Makenna,F,1288
Dominick,M,1283
Troy,M,1281
Delaney,F,1276
Cassidy,F,1271
Georgia,F,1262
Alina,F,1261
Kyler,M,1259
Hector,M,1255
Iris,F,1248
Cruz,M,1245
Johnathan,M,1244
Megan,F,1243
Beckett,M,1243
Anastasia,F,1238
Ashlyn,F,1235
Danielle,F,1234
Kenzie,F,1234
Shelby,F,1234
Paris,F,1233
Donovan,M,1233
Edwin,M,1233
Jordan,F,1232
Lilliana,F,1223
Sienna,F,1223
Kameron,M,1219
Teagan,F,1218
Angel,F,1217
Josie,F,1216
Drake,M,1216
Marco,M,1212
Edgar,M,1208
Rafael,M,1207
Holden,M,1205
Parker,F,1201
Dante,M,1200
Jaylen,M,1198
Waylon,M,1198
Mikayla,F,1195
Emiliano,M,1195
Rowan,M,1194
Alexis,M,1189
Andy,M,1186
Brynlee,F,1183
Felix,M,1179
Kathryn,F,1177
Gregory,M,1176
Drew,M,1175
Chelsea,F,1174
Diana,F,1174
Emilio,M,1174
Karter,M,1174
Annabella,F,1166
Erin,F,1165
Kaydence,F,1164
Lyric,F,1162
Brooks,M,1161
Dallas,M,1159
Anderson,M,1151
Jared,M,1146
Lane,M,1146
Madeleine,F,1142
Arya,F,1137
Kayleigh,F,1130
Vivienne,F,1129
Sabrina,F,1126
Cali,F,1122
Raelynn,F,1116
Skyler,M,1116
Angelo,M,1112
Leslie,F,1111
Amber,F,1110
Nina,F,1110
Shawn,M,1109
Kyleigh,F,1106
Aden,M,1104
Ayla,F,1103
Erik,M,1102
Miriam,F,1099
Daniella,F,1097
Milo,M,1096
Olive,F,1095
Fabian,M,1095
Dalton,M,1094
Finley,F,1093
Sergio,M,1090
Elliana,F,1079
Noelle,F,1079
Dakota,F,1078
Juliette,F,1077
Alison,F,1066
Louis,M,1066
Evangeline,F,1065
Alessandra,F,1064
Amanda,F,1064
Titus,M,1063
Phoebe,F,1059
Christina,F,1056
Bianca,F,1053
Yaretzi,F,1047
Kelsey,F,1046
Lilah,F,1046
Braylon,M,1045
Kendrick,M,1044
Raegan,F,1043
August,M,1040
Fatima,F,1037
Elaina,F,1035
Kiara,F,1035
Cadence,F,1030
Dawson,M,1029
Addyson,F,1028
Emanuel,M,1028
Reed,M,1028
Nyla,F,1026
Arthur,M,1026
Ashlynn,F,1022
Giuliana,F,1022
Gemma,F,1020
Alicia,F,1018
Alondra,F,1018
Kyla,F,1018
Laura,F,1017
Adelaide,F,1016
Carly,F,1016
Jett,M,1013
Leon,M,1013
Allyson,F,1007
Brendan,M,1005
Frank,M,1005
Charlee,F,994
Nadia,F,994
Heaven,F,989
Marshall,M,989
Mallory,F,987
Ruth,F,982
Tatum,F,982
Cheyenne,F,979
Emerson,M,979
Desmond,M,978
Lena,F,977
Karson,M,976
Colt,M,974
Derrick,M,974
Messiah,M,973
Ainsley,F,970
Amiyah,F,968
Zaiden,M,960
Braden,M,959
Malia,F,958
Veronica,F,957
Amari,M,954
Eloise,F,953
Journey,F,953
Roberto,M,952
Romeo,M,951
Joaquin,M,950
Myla,F,949
Haylee,F,948
Mariana,F,947
Madilyn,F,945
Joanna,F,944
Jillian,F,943
Malik,M,940
Sierra,F,937
Selena,F,936
Walter,M,936
Baylee,F,935
Briella,F,931
Rosalie,F,930
Gia,F,929
Brennan,M,926
Knox,M,926
Nehemiah,M,925
Pedro,M,924
Julius,M,920
Grady,M,917
Allen,M,914
Briana,F,913
Talia,F,907
Abby,F,903
Ali,M,901
Heidi,F,899
Jane,F,898
Archer,M,898
Dakota,M,898
Annie,F,897
Kamden,M,896
Maddison,F,894
Kira,F,892
Maximiliano,M,891
Ruben,M,887
Quinn,M,882
Tate,M,878
Carmen,F,877
Barrett,M,877
Harley,F,875
Corey,M,875
Lucille,F,874
Macy,F,872
Skyler,F,869
Marcos,M,869
Remington,M,869
Kali,F,868
Adan,M,868
June,F,867
Braylen,M,867
Phillip,M,863
Elsie,F,857
Kason,M,854
Arielle,F,851
Kamila,F,851
Major,M,850
Adelynn,F,847
Kelly,F,847
Haven,F,844
Scarlet,F,844
Rylie,F,843
Kellan,M,842
Gideon,M,841
Cohen,M,840
Marilyn,F,835
Walker,M,835
Kara,F,831
Aubrie,F,830
Kamryn,F,829
River,M,829
Taylor,M,822
Hanna,F,816
Marissa,F,816
Everly,F,815
Averie,F,812
Jayda,F,810
Jazmine,F,810
Brycen,M,810
Jayson,M,809
Lia,F,807
Jazmin,F,806
Abram,M,806
Camryn,F,805
Cade,M,805
Karina,F,800
Bethany,F,798
Miley,F,797
Matteo,M,796
Maliyah,F,795
Dillon,M,795
Damon,M,791
Mckinley,F,790
Jayleen,F,789
Macie,F,787
Kolton,M,787
Esmeralda,F,785
Dexter,M,782
Phoenix,M,782
Catalina,F,776
Janelle,F,776
Aleah,F,775
Noel,M,775
Daphne,F,774
Porter,M,774
Brock,M,773
Nayeli,F,772
Leland,M,768
Camilla,F,767
Philip,M,766
Kyra,F,764
Madelynn,F,763
Enrique,M,763
Ty,M,763
Julie,F,762
Addisyn,F,761
Jay,M,760
Danny,M,759
Esteban,M,758
Aylin,F,757
Keith,M,757
Kellen,M,757
Gerardo,M,756
Orion,M,756
Sloane,F,755
Armando,M,755
Gunnar,M,755
Caitlyn,F,753
Zachariah,M,749
Elle,F,747
Gracelyn,F,746
Colby,M,743
Ismael,M,742
Michaela,F,741
Serena,F,741
Ronald,M,740
Helen,F,738
Pablo,M,738
Nylah,F,733
Atticus,M,733
Angelica,F,732
Lana,F,732
Raelyn,F,731
Karen,F,729
Trey,M,729
Quentin,M,728
Bristol,F,726
Ryland,M,726
Emely,F,725
Alejandra,F,723
Sarai,F,723
Kash,M,722
Vera,F,720
Raul,M,720
Brittany,F,718
Darius,M,717
Enzo,M,717
April,F,716
Francesca,F,716
Julio,M,715
Rowan,F,713
Skye,F,713
Rodrigo,M,710
Kade,M,709
Landyn,M,709
Jakob,M,708
Logan,F,707
Miracle,F,707
Kassidy,F,705
Sasha,F,705
Bruce,M,705
Donald,M,705
Ariella,F,704
Carolina,F,704
Justice,F,703
Ada,F,702
Tiffany,F,702
Ari,M,702
Itzel,F,700
Keaton,M,700
Solomon,M,700
Brylee,F,698
Albert,M,695
Jazlyn,F,694
Julissa,F,694
Muhammad,M,694
Dahlia,F,693
Kaelyn,F,692
Savanna,F,692
Rocco,M,692
Jayden,F,691
Viviana,F,689
Anya,F,688
Kennedi,F,688
Rhett,M,688
Cataleya,F,686
Sawyer,F,686
Cason,M,686
Jaime,M,685
Kaylie,F,683
Blakely,F,682
Holly,F,682
Scott,M,680
Maximilian,M,676
Chandler,M,674
Mathew,M,670
Jimena,F,669
Kailey,F,669
Melany,F,669
Ronan,M,667
Russell,M,667
Annalise,F,665
Emmalyn,F,665
Guadalupe,F,664
Sage,F,664
Dustin,M,664
Amira,F,662
Anabelle,F,662
Madisyn,F,662
Tony,M,662
Cassandra,F,661
Kaylin,F,660
Cyrus,M,659
Jensen,M,659
Crystal,F,658
Elisa,F,656
Hugo,M,655
Saul,M,655
Lacey,F,654
Rebekah,F,654
Deacon,M,654
Trent,M,653
Caitlin,F,652
Celeste,F,652
Danna,F,650
Gwendolyn,F,649
Marlee,F,648
Joselyn,F,647
Colten,M,647
Davis,M,647
Karla,F,646
Malcolm,M,646
Mohamed,M,645
Joy,F,644
Devon,M,641
Izaiah,M,641
Audrina,F,639
Janiyah,F,639
Randy,M,639
Anaya,F,638
Jerry,M,634
Malaysia,F,633
Ibrahim,M,631
Prince,M,630
Annabel,F,629
Priscilla,F,629
Kadence,F,628
Zara,F,628
Tristen,M,626
Maeve,F,625
Imani,F,623
Alec,M,623
Dennis,M,622
Chris,M,620
Phoenix,F,617
Katelynn,F,616
Aspen,F,615
Mitchell,M,615
Clark,M,614
Eve,F,612
Dylan,F,611
Finnegan,M,610
Jamison,M,610
Rory,M,610
Gustavo,M,609
Jamie,F,607
Pierce,M,607
Kailyn,F,606
Lexie,F,606
Leonel,M,606
Jaliyah,F,605
Lilian,F,603
Angie,F,602
Lauryn,F,602
Braelyn,F,601
Cynthia,F,600
Lorelei,F,600
Khalil,M,600
Nash,M,599
Emersyn,F,597
Moses,M,597
Kasen,M,596
Alanna,F,595
Monica,F,595
Brinley,F,594
Sylvia,F,593
Nia,F,592
Darren,M,592
Journee,F,591
Issac,M,590
Breanna,F,588
Aniya,F,587
Fernanda,F,585
Adriel,M,585
Braydon,M,585
Justice,M,585
Curtis,M,584
Jaxton,M,584
Lawrence,M,584
Alberto,M,583
Lillie,F,582
Warren,M,581
Zayne,M,581
Larry,M,580
Amari,F,578
Charley,F,578
Lilyana,F,575
Raven,F,575
Kaliyah,F,574
Luciana,F,573
Anne,F,572
Yahir,M,572
Emilee,F,571
Gloria,F,571
Jimmy,M,571
Uriel,M,571
Hallie,F,570
Finley,M,570
Bailee,F,569
Zariah,F,569
Jacoby,M,568
Annika,F,567
Jonas,M,567
Zuri,F,566
Nico,M,566
Bridget,F,565
Elsa,F,565
Madilynn,F,565
Nova,F,562
Armani,M,561
Thiago,M,561
Tobias,M,561
Johanna,F,560
Liberty,F,560
Rhys,M,560
Rosemary,F,559
Kiley,F,558
Casey,M,556
Aleena,F,554
Courtney,F,554
Frederick,M,554
Aryanna,F,553
Jaxen,M,553
Madalyn,F,551
Tatiana,F,551
Franklin,M,549
Kobe,M,549
Marvin,M,549
Angelique,F,548
Kenley,F,548
Selah,F,548
Talon,M,548
Skyla,F,547
Ricky,M,547
Leighton,F,546
Harlow,F,545
Hayley,F,545
Ace,M,545
Alonzo,M,544
Jalen,M,544
Dayana,F,542
Tiana,F,542
Arjun,M,541
Helena,F,540
Sullivan,M,540
Evelynn,F,539
Alfredo,M,539
Virginia,F,537
Blake,F,536
Francis,M,536
Moises,M,536
Cecelia,F,535
Case,M,530
Nathalie,F,529
Jaycee,F,526
Brayan,M,525
Danica,F,524
Alijah,M,524
Arturo,M,523
Ember,F,522
Evie,F,522
Gracelynn,F,522
Lawson,M,522
Anika,F,521
Dulce,F,521
Mekhi,M,521
Raylan,M,521
Erica,F,520
Nikolas,M,519
Emilie,F,517
Tenley,F,516
Byron,M,515
Anabella,F,514
Liana,F,514
Carmelo,M,513
Nasir,M,513
Royce,M,511
Braylee,F,510
Hattie,F,510
Ahmed,M,510
Moshe,M,510
Reece,M,509
Cameron,F,508
Leia,F,508
Mauricio,M,508
Aisha,F,507
Charleigh,F,507
Roy,M,507
Sylas,M,507
Marie,F,505
Regina,F,503
Beckham,M,503
Payton,M,503
Lindsey,F,502
Gianni,M,501
Maurice,M,501
Raiden,M,501
Isis,F,500
Ellis,M,500
Korbin,M,499
Kayson,M,498
Alyson,F,497
Felicity,F,497
Johan,M,496
Amara,F,495
Elyse,F,495
Aarav,M,495
Isaias,M,495
Anahi,F,494
Aldo,M,494
Arian,M,494
Jaelyn,F,493
Jamari,M,493
Kristopher,M,492
Natasha,F,491
Uriah,M,491
Samara,F,490
Cannon,M,490
Douglas,M,489
Skylar,M,488
Lainey,F,487
Miah,F,487
Milan,M,486
Daleyza,F,485
River,F,485
Kane,M,485
Beatrice,F,484
Dorian,M,484
Tatum,M,484
Wade,M,484
Melina,F,482
Dane,M,482
Bryant,M,481
Toby,M,481
Amani,F,480
Whitney,F,480
Jessie,F,479
Quinton,M,479
Aileen,F,478
Millie,F,478
Greta,F,477
Milan,F,477
Asa,M,476
Sam,M,476
Caylee,F,475
Jaelynn,F,474
Joe,M,473
Lea,F,472
Kieran,M,471
Mohammed,M,471
Roger,M,471
Marina,F,470
Channing,M,470
Daxton,M,469
Kaylynn,F,468
Kenya,F,468
Ezequiel,M,468
Orlando,M,468
Nathanael,M,467
Malakai,M,466
Zackary,M,465
Amelie,F,464
Matias,M,464
Kaia,F,463
Mariam,F,463
Boston,M,463
Maleah,F,460
Elisabeth,F,459
Alayah,F,458
Ally,F,458
Colette,F,458
Dallas,F,458
Ahmad,M,458
Erika,F,457
Karlee,F,457
Dominik,M,456
Lance,M,455
Farrah,F,453
Alvin,M,453
Alani,F,452
Mikaela,F,452
Odin,M,452
Adelina,F,451
Kiera,F,450
Bria,F,449
Cara,F,449
Madalynn,F,449
Conor,M,449
Desiree,F,448
Jaylynn,F,448
Leyla,F,447
Paislee,F,447
Cullen,M,447
Amina,F,446
Mohammad,M,446
Laylah,F,445
Nataly,F,445
Shiloh,F,445
Benson,M,445
Deandre,M,445
Azalea,F,444
Braelynn,F,444
Gary,M,444
Malaya,F,443
Carl,M,443
Blaine,M,442
Adele,F,441
Kensley,F,441
Linda,F,441
Kian,M,441
Sterling,M,441
Lylah,F,440
Nelson,M,440
Addilyn,F,439
Amiya,F,439
Amya,F,439
Brenda,F,439
Juniper,F,438
Ryan,F,438
Emelia,F,437
Irene,F,437
Maia,F,437
Salvador,M,437
Jasmin,F,436
Matilda,F,436
Saige,F,436
Ciara,F,435
Myah,F,435
Teresa,F,435
Emmy,F,434
Jaylee,F,434
Nikolai,M,434
Rosa,F,433
Luka,M,433
Nixon,M,433
Claudia,F,432
Estrella,F,432
Mira,F,432
Niko,M,432
Jemma,F,431
Kathleen,F,431
Meredith,F,431
Yareli,F,431
Zoie,F,431
Madyson,F,430
Bowen,M,430
Kyrie,M,430
Kimber,F,429
Maryam,F,428
Paityn,F,428
Brenden,M,428
Callen,M,428
Vihaan,M,428
Isabela,F,426
Winter,F,426
Terry,M,426
Sariah,F,425
Shayla,F,424
Simone,F,424
Demetrius,M,424
Xzavier,M,424
Paola,F,423
Pearl,F,423
Perla,F,423
Sherlyn,F,423
Luciano,M,423
Rohan,M,422
Amare,M,421
Ramon,M,421
Raphael,M,421
Reese,M,421
Quincy,M,420
Mae,F,419
Patricia,F,419
Eddie,M,419
Ansley,F,417
Brenna,F,416
Laney,F,416
Hayes,M,416
London,M,415
Matthias,M,415
Yusuf,M,415
Aliana,F,414
Jazlynn,F,414
Jefferson,M,414
Noe,M,414
Armani,F,411
Giana,F,411
Lailah,F,411
Natalee,F,411
Kelvin,M,411
Lindsay,F,410
Siena,F,410
Nancy,F,409
Raquel,F,408
Madden,M,408
Frances,F,406
Lilianna,F,406
Willa,F,406
Halle,F,405
Tori,F,405
Terrance,M,405
Chaya,F,404
Janessa,F,404
Kynlee,F,403
Harvey,M,403
Layne,M,403
Ellen,F,402
Leanna,F,402
Bentlee,M,402
Harley,M,400
Bryanna,F,399
Julien,M,399
Sincere,M,399
Elianna,F,398
Kristian,M,398
Melvin,M,398
Alma,F,397
Christine,F,396
Lizbeth,F,396
Kassandra,F,394
Wendy,F,394
Clarissa,F,393
Mabel,F,393
Emmitt,M,393
Neil,M,393
Winston,M,393
Charli,F,392
Lucian,M,392
Rodney,M,392
Mollie,F,390
Ernesto,M,390
Hank,M,390
Jeffery,M,390
Rex,M,390
Wilson,M,390
Diamond,F,389
Alessandro,M,389
Mathias,M,389
Coraline,F,388
Kristen,F,388
Ayaan,M,388
Edith,F,386
Memphis,M,386
Princeton,M,386
Ariah,F,385
Mckayla,F,385
Tripp,M,385
Jon,M,384
Lewis,M,384
Arely,F,383
Joslyn,F,383
Santino,M,383
Blair,F,382
Dax,M,382
Chanel,F,381
Jaylene,F,381
Eden,M,381
Hailee,F,380
Joey,M,380
Trace,M,380
Nickolas,M,379
Alia,F,378
Bruno,M,378
Crosby,M,378
Casey,F,377
Clare,F,377
Neymar,M,377
Reyna,F,376
Kendall,M,376
Marc,M,376
Cory,M,375
Aiyana,F,373
Averi,F,372
Dana,F,372
Leona,F,372
Alena,F,371
Alissa,F,371
Demi,F,371
Taryn,F,371
Abdullah,M,371
Soren,M,370
Kallie,F,369
Allan,M,369
Brentley,M,369
Davion,M,369
Hamza,M,369
Corinne,F,368
Karsyn,F,368
Asia,F,367
Kailee,F,367
Tommy,M,367
Edison,M,366
Harper,M,366
Jasiah,M,366
Jaylin,F,365
Noemi,F,365
Rayna,F,365
Carlee,F,364
Morgan,M,364
Abbigail,F,363
Mara,F,363
Zain,M,363
Lillianna,F,362
Livia,F,362
Flynn,M,362
Theo,M,361
Bobby,M,360
Brett,M,360
Roland,M,360
Aryana,F,359
Ayleen,F,359
Danika,F,359
Eileen,F,359
Hadassah,F,359
Mina,F,359
Samson,M,359
Aimee,F,358
Chad,M,358
Lee,M,358
Rayan,M,358
Zechariah,M,358
Kayden,F,357
Paloma,F,357
Ray,M,357
Aliya,F,356
Denise,F,356
Elaine,F,356
Kaya,F,356
Briley,F,355
Kora,F,355
Monroe,F,355
Sandra,F,355
Tabitha,F,355
Branson,M,355
Bronson,M,355
Kylan,M,355
Lennox,M,355
Stanley,M,355
Arlo,M,354
Celia,F,353
Hana,F,353
Jolie,F,353
Kristina,F,353
Yosef,M,353
Emmalee,F,352
Myra,F,352
Chana,F,351
Lisa,F,351
Milana,F,350
Renata,F,350
Reginald,M,350
Adrienne,F,349
Nola,F,349
Casen,M,349
Micheal,M,349
Zariyah,F,348
Alonso,M,348
Kareem,M,348
America,F,347
Zaniyah,F,347
Leonard,M,347
Carolyn,F,346
Jaida,F,346
Mariyah,F,346
Augustus,M,346
Billy,M,346
Guillermo,M,346
Celine,F,345
Cherish,F,345
Iliana,F,345
Janiya,F,345
Kimora,F,345
Conrad,M,345
Elisha,M,345
Tomas,M,345
Avah,F,344
Makai,M,344
Marisol,F,343
Otto,M,343
Cindy,F,342
Maliah,F,342
Aryan,M,342
Jagger,M,342
Chaim,M,341
Kiana,F,340
Adonis,M,340
Westin,M,340
Jocelynn,F,339
Keagan,M,339
Emory,F,338
Galilea,F,338
Milania,F,338
Dayton,M,338
Alaya,F,337
Bryn,F,337
Lorelai,F,337
Wren,F,337
Martha,F,336
Yamileth,F,336
Jenny,F,335
