text,g,frequency
Griffin,M,1485
Dakota,F,1484
Piper,F,1480
Veronica,F,1476
Ruben,M,1475
Nora,F,1474
Chance,M,1471
Tucker,M,1464
Corbin,M,1462
Stella,F,1461
Makenna,F,1459
Clayton,M,1443
Ezekiel,M,1438
Jazmine,F,1431
Taylor,M,1430
Savanna,F,1412
Dawson,M,1407
Mallory,F,1405
Corey,M,1401
Eliana,F,1399
Kai,M,1397
Fabian,M,1396
Kayleigh,F,1394
Jamie,F,1392
Joanna,F,1390
Leila,F,1390
Marcos,M,1388
Raul,M,1387
Emanuel,M,1382
Addyson,F,1381
Rylan,M,1375
Alejandra,F,1373
Erica,F,1364
Eden,F,1363
Ciara,F,1361
Callie,F,1357
Lila,F,1356
Simon,M,1349
Angelo,M,1336
Gerardo,M,1335
Kameron,M,1335
Frank,M,1327
Cassandra,F,1326
Brock,M,1326
Carly,F,1322
Quinn,M,1320
Aden,M,1313
Julio,M,1305
Jayda,F,1301
Heaven,F,1296
Derrick,M,1293
Dulce,F,1284
Jalen,M,1281
Erika,F,1278
Nina,F,1270
Tyson,M,1270
Aniya,F,1269
Eleanor,F,1268
Dante,M,1267
Kira,F,1266
Allyson,F,1261
Lola,F,1261
Skyler,M,1261
Dustin,M,1259
Malik,M,1254
Ashlynn,F,1247
Esther,F,1247
Scott,M,1247
Emilio,M,1246
Alayna,F,1245
Armando,M,1244
Cecilia,F,1242
Carmen,F,1241
Enrique,M,1241
Kamryn,F,1236
Miley,F,1232
Kyler,M,1232
Cynthia,F,1231
Brenda,F,1230
Payton,M,1230
Jaime,M,1227
Xander,M,1227
Mateo,M,1226
Macy,F,1223
Guadalupe,F,1220
Colby,M,1219
Caiden,M,1213
Trey,M,1210
Brennan,M,1207
Katelynn,F,1205
Axel,M,1195
London,F,1194
Allen,M,1192
Leilani,F,1188
Monica,F,1186
Trent,M,1181
Joaquin,M,1180
Kailey,F,1178
Rodrigo,M,1177
Phillip,M,1175
Ronald,M,1172
Cade,M,1171
Lorenzo,M,1171
Daniella,F,1170
Kara,F,1170
Alison,F,1169
Gael,M,1166
Bethany,F,1165
Madeleine,F,1162
Jude,M,1159
Keith,M,1154
Kiera,F,1147
Miriam,F,1144
Melody,F,1143
Georgia,F,1142
Myles,M,1139
Gustavo,M,1136
Theodore,M,1136
Delilah,F,1135
Lizbeth,F,1132
Josie,F,1129
Kaylie,F,1128
Ivy,F,1126
Ryleigh,F,1123
Heidi,F,1120
Julius,M,1120
Camille,F,1118
Julie,F,1118
Hayley,F,1108
Jakob,M,1108
Danica,F,1107
Mitchell,M,1106
Rebekah,F,1102
Cameron,F,1101
Pablo,M,1095
April,F,1093
Lucia,F,1089
Darius,M,1086
Emerson,F,1080
Adan,M,1080
Harmony,F,1075
Anastasia,F,1072
Saul,M,1069
Aurora,F,1066
Iris,F,1066
Lindsay,F,1066
Jadyn,F,1063
Danny,M,1063
Brayan,M,1059
Aubree,F,1056
Luca,M,1056
Jaxson,M,1055
Selena,F,1054
Zander,M,1053
Tatiana,F,1044
Alberto,M,1040
Hanna,F,1035
Asia,F,1028
Emely,F,1025
Leland,M,1025
Shayla,F,1024
Kaydence,F,1023
Paola,F,1020
Desiree,F,1019
Carolina,F,1018
Anahi,F,1017
Lane,M,1015
Angie,F,1013
Alissa,F,1011
Amir,M,1010
Eliza,F,1007
Randy,M,1003
Brenden,M,1002
Tony,M,1001
Lexi,F,999
Donald,M,997
Maximus,M,995
Jaden,F,993
Jerry,M,991
Tatum,F,990
Phoebe,F,988
Kaelyn,F,986
Casey,M,985
Braeden,M,979
Ismael,M,977
Holly,F,976
Arturo,M,972
Jonas,M,971
Presley,F,970
Michaela,F,969
Cash,M,969
Rylie,F,968
Kyleigh,F,965
Genevieve,F,962
Dennis,M,962
Larry,M,962
Jimmy,M,959
Brett,M,958
Ruth,F,956
Charlie,M,953
Meredith,F,952
Curtis,M,951
Zackary,M,950
Alice,F,949
Dane,M,949
Emiliano,M,949
Ezra,M,948
Dallas,M,947
Grady,M,944
Tristen,M,941
Abel,M,940
Rose,F,939
Silas,M,937
Louis,M,936
Helen,F,931
Anderson,M,926
Brynn,F,925
Mathew,M,925
Sasha,F,924
Declan,M,923
Fiona,F,918
Cora,F,917
Brittany,F,914
Celeste,F,912
Diamond,F,911
Bridget,F,908
Alfredo,M,908
Hazel,F,906
Yasmin,F,905
Dean,M,905
Jaelyn,F,904
Chris,M,904
Easton,M,903
Madyson,F,902
Nancy,F,900
Kimora,F,898
Jayson,M,896
Anya,F,895
Kingston,M,893
Itzel,F,892
Esteban,M,892
Janiya,F,888
Lyla,F,887
Brenna,F,885
Kiley,F,885
Ximena,F,884
Denise,F,881
Elliot,M,881
Madalyn,F,880
Keaton,M,880
Marvin,M,880
Philip,M,879
Amari,M,877
Priscilla,F,876
Meghan,F,875
Darren,M,875
Nehemiah,M,875
Annika,F,873
Skyler,F,873
Alec,M,872
Maddison,F,870
Braydon,M,870
Nayeli,F,869
Rowan,M,869
Kaylin,F,867
Paris,F,864
Wendy,F,864
Ayla,F,862
Moises,M,861
Madilyn,F,859
Orlando,M,859
Alessandra,F,857
Kadence,F,855
Weston,M,852
Madisyn,F,849
Natasha,F,847
Imani,F,843
Nickolas,M,841
Adeline,F,839
Marley,F,839
Talia,F,839
Lacey,F,835
Rachael,F,834
Albert,M,830
Valentina,F,828
Baylee,F,827
Bennett,M,826
Lance,M,826
Estrella,F,821
Ricky,M,821
Cindy,F,819
Sarai,F,818
Arthur,M,818
Braylon,M,818
Janelle,F,817
Malia,F,817
Nia,F,816
Raegan,F,816
Quentin,M,816
Claudia,F,812
Lana,F,812
Holden,M,811
Ramon,M,811
Walter,M,810
Serena,F,809
Felix,M,809
Everett,M,804
Perla,F,803
Sandra,F,799
Graham,M,797
Teagan,F,796
Penelope,F,794
Heather,F,793
Elliott,M,793
Marisol,F,792
Issac,M,792
Mauricio,M,792
Brielle,F,791
Emilee,F,791
Nataly,F,789
Rihanna,F,788
Johanna,F,785
Lilliana,F,785
Lilian,F,784
Finn,M,783
Ali,M,781
Emilia,F,780
Annie,F,779
Kaitlin,F,779
Kathleen,F,779
Gary,M,779
Jameson,M,777
Melany,F,776
Jane,F,774
Cohen,M,774
Camron,M,772
Lawrence,M,771
Angelique,F,769
Haylie,F,769
Shaun,M,769
Kristen,F,768
Willow,F,768
Lesly,F,766
Elaina,F,761
Jaiden,F,759
Janiyah,F,756
Davis,M,756
Douglas,M,756
Jazlyn,F,755
Jay,M,749
Ashlee,F,747
Kiana,F,742
Rosa,F,741
Shannon,F,741
Justice,M,741
Nikolas,M,741
Uriel,M,741
Hugo,M,740
Yahir,M,738
Abril,F,737
Joe,M,731
Ernesto,M,729
Morgan,M,728
Athena,F,727
Dana,F,727
Harper,F,727
Hailee,F,726
Kirsten,F,726
Patricia,F,725
Kristina,F,723
Nyla,F,718
Salvador,M,718
Macie,F,716
Miracle,F,715
Bryanna,F,714
Javon,M,714
Gloria,F,713
Lena,F,713
Bryant,M,712
Jonathon,M,712
Russell,M,712
Jayce,M,711
Tate,M,711
Rowan,F,710
Marshall,M,710
Danika,F,709
Luna,F,709
Logan,F,707
Maurice,M,707
Ryan,F,706
Samara,F,706
Cory,M,706
Jaydon,M,706
Ainsley,F,703
Eddie,M,703
Greyson,M,702
America,F,700
Evangeline,F,700
Fernanda,F,699
Marina,F,698
Casey,F,696
Jamari,M,695
Anaya,F,693
Taryn,F,693
Kristopher,M,693
Phoenix,M,693
Alanna,F,691
Judah,M,691
Dayanara,F,690
Beau,M,690
Hadley,F,687
Norah,F,687
Jadon,M,683
Sage,F,682
Francesca,F,680
Madelynn,F,680
Yesenia,F,679
Reid,M,679
Skye,F,677
Yoselin,F,677
Elle,F,676
Desmond,M,676
Reece,M,676
Lauryn,F,674
Melina,F,674
Chandler,M,674
Damon,M,674
Amari,F,673
Tori,F,673
Kassidy,F,672
Cruz,M,672
Amya,F,670
Cheyanne,F,670
Lillie,F,669
Harley,F,668
Sidney,F,668
Viviana,F,668
Kali,F,667
Aldo,M,666
Kailyn,F,663
Cali,F,662
Mercedes,F,661
Linda,F,659
Paulina,F,657
Chad,M,657
Kade,M,656
Nasir,M,656
Saniya,F,654
Abbigail,F,652
Kenzie,F,651
Kaitlynn,F,649
Raquel,F,649
Noelle,F,648
Micheal,M,647
Davion,M,646
Aileen,F,645
Clarissa,F,644
Kassandra,F,644
Talon,M,639
Zachariah,M,639
Lexie,F,637
Rodney,M,637
Bruce,M,636
Noel,M,635
Isabela,F,634
Izaiah,M,634
Noe,M,634
Aubrie,F,632
Raven,F,631
Marc,M,631
Bailee,F,630
Melvin,M,628
Elisabeth,F,627
Kayden,F,627
Jaqueline,F,626
Isiah,M,626
Rocco,M,626
Carl,M,625
Kelvin,M,623
Mekhi,M,621
Halle,F,617
Reed,M,617
Christine,F,616
Jenny,F,616
Krystal,F,616
Jamarion,M,615
Anika,F,614
Solomon,M,614
Marisa,F,612
Sam,M,612
Tania,F,609
Anne,F,608
Juliet,F,608
Guillermo,M,608
Terry,M,608
Moses,M,605
Amira,F,603
Deandre,M,603
Reese,M,603
Joy,F,602
Brodie,M,602
Jaylin,M,600
Walker,M,600
Marilyn,F,598
Hallie,F,597
Nathanael,M,596
Alyson,F,595
Jimena,F,595
Simone,F,592
Tamia,F,591
Maritza,F,590
Marlene,F,590
Mohamed,M,590
Ayanna,F,589
Laney,F,588
Lia,F,588
Sylvia,F,587
Kenya,F,586
Cyrus,M,586
Jasper,M,585
Helena,F,584
Colten,M,584
Jaida,F,583
Cristina,F,582
Roger,M,582
Tara,F,581
Cara,F,579
Carla,F,579
Nelson,M,579
Franklin,M,578
Cristopher,M,576
Dayana,F,575
Kobe,M,572
Virginia,F,571
Kaleigh,F,570
Jaylynn,F,569
Tobias,M,569
Amiyah,F,568
Terrance,M,568
Porter,M,566
Kristian,M,565
Felipe,M,564
Teresa,F,563
Skylar,M,563
Carley,F,561
Jermaine,M,561
Quinton,M,559
Regan,F,558
Deanna,F,556
Landyn,M,556
Lyric,F,555
Branden,M,555
Khalil,M,555
Leonel,M,554
Elisa,F,553
Isis,F,553
Alisha,F,552
Arely,F,552
Jeffery,M,552
Osvaldo,M,551
Tabitha,F,550
Marie,F,549
Janessa,F,547
Billy,M,546
Kennedi,F,545
Pierce,M,544
Tommy,M,543
Mylee,F,542
Tiana,F,541
Demetrius,M,541
Dorian,M,541
Leon,M,541
Jaylin,F,539
Jaidyn,F,538
Emerson,M,537
Jon,M,537
Quincy,M,535
Titus,M,535
Roy,M,534
Whitney,F,533
Jessie,M,533
Annabella,F,532
Britney,F,531
Aria,F,529
Johan,M,529
Romeo,M,528
Saniyah,F,527
Shania,F,527
Zoie,F,527
Conor,M,527
Justice,F,525
Lilah,F,525
Nathalie,F,525
Lisa,F,524
Zion,F,524
Gunner,M,524
Maximiliano,M,524
Quinn,F,523
Jamison,M,523
Kenny,M,522
Amara,F,521
Martha,F,521
Ariel,M,521
Bobby,M,521
Emery,F,520
Regina,F,520
Brent,M,520
Terrell,M,520
Isaias,M,519
Kellen,M,519
Jolie,F,518
Haven,F,515
Alvin,M,515
Pamela,F,514
Dayton,M,514
Warren,M,513
Daphne,F,512
Ellen,F,512
Kailee,F,512
Jordin,F,511
Maximilian,M,511
Rohan,M,511
Emilie,F,509
Juliette,F,508
Kiersten,F,507
Rene,M,507
Larissa,F,506
Yazmin,F,506
Allan,M,506
Kody,M,506
Rogelio,M,506
Parker,F,505
Aylin,F,504
Katrina,F,504
Yareli,F,504
Yadira,F,503
Jaelynn,F,502
Reyna,F,502
Jaslene,F,501
Kaylynn,F,501
Waylon,M,501
Precious,F,500
Alfonso,M,499
Angeline,F,498
Luz,F,497
Byron,M,496
Carolyn,F,495
Jessie,F,495
Rhianna,F,495
Zariah,F,495
Kasey,F,494
Trevon,M,494
Reginald,M,493
Arielle,F,492
Aspen,F,492
Maia,F,492
Keagan,M,492
Addisyn,F,491
Paisley,F,491
Tomas,M,489
Myah,F,488
Aryanna,F,487
Ezequiel,M,487
Wade,M,486
Aleena,F,485
Gideon,M,485
Brendon,M,484
Frederick,M,484
Eve,F,483
Carlie,F,482
Jamal,M,482
Triston,M,481
Maeve,F,480
Natalee,F,480
Braiden,M,480
Brooks,M,479
Jett,M,479
Ryker,M,479
Mckayla,F,478
Shyanne,F,478
Carissa,F,477
Haleigh,F,477
Ingrid,F,477
Kendall,M,477
Sherlyn,F,476
Alexus,F,475
Barbara,F,475
Milo,M,475
Tristin,M,474
Clare,F,473
Skyla,F,473
Karson,M,473
Wilson,M,473
Belinda,F,472
Destinee,F,472
Craig,M,471
Damion,M,471
Kendrick,M,471
Joey,M,470
Liberty,F,469
Gerald,M,469
Orion,M,469
Willie,M,469
Abbie,F,468
Alijah,M,468
Aiyana,F,467
Irene,F,467
Marlon,M,467
Kaia,F,465
Ronan,M,465
Gunnar,M,464
River,M,464
Giana,F,463
Abram,M,463
Ari,M,463
Aleah,F,462
Ahmad,M,462
Cherish,F,461
Kaylyn,F,461
Noemi,F,461
Zachery,M,461
Ada,F,460
Karlee,F,460
Sonia,F,460
Susan,F,460
Toby,M,460
Blaine,M,459
Danna,F,458
Jase,M,458
Jaylon,M,458
Adyson,F,457
Ulises,M,457
Will,M,457
Amani,F,456
Arabella,F,456
Paxton,M,456
Gwendolyn,F,455
Paula,F,455
Maverick,M,455
Talan,M,454
Judith,F,453
Macey,F,453
Patience,F,453
Malcolm,M,453
Iliana,F,452
Siena,F,452
Rolando,M,452
Marquis,M,451
Kieran,M,450
Gia,F,449
Gisselle,F,449
Janet,F,449
Terrence,M,449
Brylee,F,448
Deshawn,M,448
Emmett,M,448
Karissa,F,447
Ahmed,M,447
Khloe,F,446
Mikaela,F,446
Steve,M,446
Kierra,F,445
Harry,M,445
Carlee,F,444
Darian,M,444
Gianni,M,443
Jazmyn,F,442
Madalynn,F,442
Jairo,M,441
Lainey,F,440
Davin,M,440
Moshe,M,440
Brycen,M,439
Rashad,M,439
Sanaa,F,438
Araceli,F,437
Trace,M,437
Charity,F,436
Kolton,M,436
Jacquelyn,F,435
Ibrahim,M,435
Annalise,F,434
Greta,F,434
Janae,F,434
Corinne,F,433
Alena,F,432
Deja,F,432
Alonzo,M,432
Julien,M,432
Damaris,F,431
Lea,F,431
Ramiro,M,431
Lorelei,F,430
Zayden,M,430
Cedric,M,429
India,F,428
Shaniya,F,427
Kaya,F,426
Liana,F,426
Yasmine,F,426
Colt,M,426
Rodolfo,M,426
Cristal,F,425
Gilberto,M,424
Johnathon,M,424
Journey,F,422
Mariam,F,422
Jaeden,M,422
Kaliyah,F,421
Stacy,F,421
Vicente,M,421
Dylan,F,420
Joslyn,F,419
Kallie,F,419
Kamari,M,419
Savanah,F,418
Dominik,M,418
Aisha,F,417
Maci,F,417
Jefferson,M,417
Ally,F,416
Tamara,F,416
Harley,M,416
Jerome,M,416
Brisa,F,415
Jakayla,F,415
Camren,M,415
Darrell,M,415
Tyrone,M,415
Ansley,F,414
Mayra,F,414
Sharon,F,414
Zaria,F,414
Aydan,M,414
Zackery,M,414
Alma,F,413
Kaley,F,413
August,M,413
Audrina,F,412
Felicity,F,412
Adelaide,F,410
Catalina,F,410
Renee,F,409
Rubi,F,409
Ben,M,409
Devan,M,409
Chaya,F,408
Phoenix,F,408
Zara,F,408
Alvaro,M,408
Elliana,F,407
Cierra,F,406
Elaine,F,406
Azul,F,405
Aryan,M,405
Valentin,M,404
Rosemary,F,403
Scarlet,F,403
Aron,M,402
Francis,M,402
Evelin,F,401
Jaliyah,F,401
Lilyana,F,401
Junior,M,401
Adison,F,400
Edith,F,400
Taliyah,F,400
Camilla,F,399
Keely,F,399
Javion,M,399
Asa,M,398
Stanley,M,398
Jamya,F,397
Kelsie,F,397
Sariah,F,396
Sincere,M,396
Aliya,F,395
Anabelle,F,395
Eileen,F,395
Ryland,M,395
Laci,F,394
Jacoby,M,394
Tia,F,393
Campbell,F,392
Elsa,F,392
Giovanna,F,392
Kaila,F,392
Kamila,F,392
Tiara,F,392
Matteo,M,392
Leanna,F,391
Marely,F,391
Jabari,M,391
Xzavier,M,390
Amiya,F,389
Ashleigh,F,389
Elyse,F,389
Mara,F,389
Marianna,F,389
Adrienne,F,388
Jaylene,F,388
Boston,M,388
Mohammad,M,388
Joselin,F,387
Kinsley,F,386
Tianna,F,386
Deacon,M,386
Dominique,F,385
Lorena,F,385
Mila,F,385
Alexzander,M,385
Clark,M,385
Amelie,F,384
Maliyah,F,384
Jaycee,F,383
Bradyn,M,383
Kale,M,382
Korbin,M,382
Ronnie,M,382
Kole,M,381
Lee,M,381
Ray,M,381
Lucille,F,380
Meadow,F,380
Armani,M,380
Efrain,M,380
Aryana,F,379
Karlie,F,379
Kane,M,379
Ashly,F,378
Theresa,F,378
Davian,M,378
Kolby,M,378
Micah,F,377
Gavyn,M,377
Jaylyn,F,376
Amare,M,376
Omari,M,376
Adolfo,M,375
Adriel,M,375
Damarion,M,375
Tyree,M,375
Tyrese,M,375
Maleah,F,374
Monique,F,374
Jayleen,F,373
Mollie,F,373
Monserrat,F,373
Emmalee,F,372
Deborah,F,371
Draven,M,371
Lawson,M,371
Celia,F,370
Mariela,F,370
Hana,F,369
Ann,F,368
Cecelia,F,367
Charlie,F,367
Leyla,F,367
Taniya,F,367
Gillian,F,366
Shiloh,F,366
Brennen,M,366
Finnegan,M,366
Cassie,F,365
Yuliana,F,365
Enzo,M,365
Jewel,F,364
Marlee,F,364
Elisha,M,364
Keenan,M,364
London,M,364
Isabell,F,363
Mattie,F,363
Alonso,M,363
Zechariah,M,363
Ryann,F,362
Barrett,M,362
Jamie,M,362
Stephany,F,361
Beckett,M,361
Annabel,F,360
Davon,M,360
Kadin,M,360
Layne,M,360
Ayana,F,359
Miah,F,359
Nathaly,F,359
Deven,M,359
Dwayne,M,359
Kason,M,359
Amina,F,357
Brittney,F,357
Kian,M,357
Dahlia,F,356
Litzy,F,356
Madilynn,F,356
Leonard,M,356
Evie,F,355
Gracelyn,F,355
Krista,F,355
Shaylee,F,355
Bailey,M,355
Elvis,M,355
Gina,F,354
Tanya,F,354
Braelyn,F,353
Kaiya,F,353
Kristin,F,353
Finley,F,352
Lesley,F,352
Teagan,M,352
Wayne,M,352
Jaylee,F,351
Thalia,F,351
Eugene,M,351
Misael,M,351
Esperanza,F,350
Shyla,F,350
Quintin,M,350
Abbey,F,349
