text,g,frequency
Allyson,F,1316
Alaina,F,1315
Myles,M,1302
Penelope,F,1294
Harmony,F,1290
Emanuel,M,1288
Kyler,M,1285
Kaydence,F,1284
Abby,F,1279
Weston,M,1279
Caitlyn,F,1278
Pedro,M,1276
Emiliano,M,1275
Alice,F,1274
Fernanda,F,1273
Aaden,M,1267
Drew,M,1263
Clayton,M,1260
Charlie,M,1255
Kameron,M,1252
Lexi,F,1251
Kelly,F,1250
Sasha,F,1248
Caylee,F,1244
Esther,F,1244
Kyla,F,1244
Leilani,F,1242
Theodore,M,1239
Cecilia,F,1232
Devon,M,1231
Corbin,M,1224
Caitlin,F,1216
Amir,M,1213
Ashlynn,F,1211
Marcos,M,1210
Mallory,F,1208
Presley,F,1207
Heaven,F,1204
Alejandra,F,1198
Kyra,F,1198
Fatima,F,1197
Luca,M,1197
Ruben,M,1197
Teagan,F,1194
Dakota,F,1190
Alayna,F,1186
Eliza,F,1182
Fabian,M,1172
Veronica,F,1169
Tiffany,F,1168
Maddison,F,1163
Jasmin,F,1160
Crystal,F,1159
Kiara,F,1157
Macy,F,1157
Aubree,F,1156
Camille,F,1153
Colby,M,1152
Genevieve,F,1151
Dawson,M,1151
Nina,F,1149
Angelo,M,1148
Zander,M,1146
Madilyn,F,1143
Anderson,M,1141
Grady,M,1140
Dante,M,1136
Frank,M,1136
Kamryn,F,1132
Dillon,M,1128
Angelica,F,1124
Corey,M,1124
Hazel,F,1123
Adan,M,1123
Karina,F,1120
Joaquin,M,1117
Heidi,F,1116
Maliyah,F,1115
Derrick,M,1115
Karla,F,1114
Kira,F,1113
Esmeralda,F,1112
Guadalupe,F,1111
Elliot,M,1109
Carmen,F,1104
Joanna,F,1104
Cora,F,1098
Taylor,M,1093
Amari,M,1086
Brock,M,1085
Aniya,F,1084
Armando,M,1082
Lucia,F,1080
Trent,M,1074
Miriam,F,1068
Daniella,F,1061
Courtney,F,1060
Jamie,F,1060
Tristen,M,1060
Dean,M,1059
Julio,M,1059
Josie,F,1054
Kyleigh,F,1054
Lane,M,1052
Ximena,F,1051
Fiona,F,1050
Enrique,M,1049
Willow,F,1048
Bennett,M,1047
Declan,M,1045
Emely,F,1042
Iris,F,1033
Braydon,M,1031
Allen,M,1030
Katelynn,F,1029
Emilio,M,1027
Paisley,F,1023
Juliet,F,1021
Ivy,F,1019
Trey,M,1019
Emerson,F,1016
Phoebe,F,1016
Julius,M,1016
Raul,M,1015
Selena,F,1014
Luna,F,1012
Anastasia,F,1011
Cassandra,F,1011
Lindsey,F,1007
Dustin,M,1005
Savanna,F,1004
Jameson,M,1003
Danny,M,1002
Gael,M,1001
Madeleine,F,1000
Kailey,F,998
Everett,M,997
Analia,F,996
Kaelyn,F,995
Angie,F,994
Gerardo,M,993
Randy,M,993
Janiyah,F,992
Judah,M,989
Cade,M,986
Jakob,M,986
Cohen,M,984
Georgia,F,981
Joselyn,F,980
Paxton,M,979
Madalyn,F,974
Emery,F,973
Monica,F,972
Rylie,F,970
Payton,M,970
Keith,M,965
Bethany,F,963
Abel,M,963
Kiera,F,961
Jaime,M,961
Norah,F,959
Emmett,M,955
Holden,M,955
Rowan,M,955
Darius,M,953
Lorenzo,M,953
Brynn,F,949
Isla,F,945
Jasper,M,944
Dulce,F,943
Erica,F,939
Jaelyn,F,939
Julissa,F,935
Rose,F,933
Dallas,M,931
Kaylie,F,927
Felix,M,926
Phillip,M,926
Ronald,M,924
Adeline,F,922
Finn,M,919
Julie,F,918
Scott,M,915
Ruth,F,912
April,F,911
Pablo,M,909
Jayson,M,908
Cameron,F,907
Audrina,F,906
Cruz,M,905
Greyson,M,903
Reid,M,902
Madisyn,F,898
Elliott,M,895
Kiley,F,894
Tatiana,F,893
Leland,M,893
Cynthia,F,891
Brenden,M,891
Anya,F,889
Ciara,F,888
Hadley,F,887
Rebekah,F,887
Brayan,M,887
Lilah,F,884
Louis,M,883
Ryker,M,882
Talia,F,880
Michaela,F,875
Jayce,M,871
Londyn,F,870
Lia,F,868
Saul,M,866
Nayeli,F,865
Kaylin,F,864
Lilliana,F,863
Ismael,M,863
Madelynn,F,862
Adalyn,F,861
Raegan,F,861
Chris,M,860
Baylee,F,859
Danica,F,859
Erika,F,859
Annie,F,857
Holly,F,857
Mitchell,M,855
Nehemiah,M,853
Paola,F,852
Jalen,M,847
Donald,M,838
Dennis,M,837
Gustavo,M,837
Lizbeth,F,834
Jazlyn,F,833
Janiya,F,832
Zackary,M,832
Jane,F,831
Carolina,F,828
Casey,M,828
Helen,F,826
Rihanna,F,824
Phoenix,M,823
Jimmy,M,821
Colt,M,820
Jerry,M,818
Ali,M,817
Dane,M,817
Danna,F,816
Braeden,M,816
Serena,F,813
Arthur,M,811
Rodrigo,M,811
Jonas,M,810
Quentin,M,807
Jimena,F,805
Tony,M,804
Nyla,F,800
Keaton,M,800
Shayla,F,799
Mathew,M,799
Arturo,M,797
Esteban,M,796
Ayla,F,793
Tatum,F,793
Sage,F,791
Marlee,F,790
Itzel,F,788
Desmond,M,788
Walter,M,788
Emilia,F,787
Sarai,F,786
Rocco,M,785
Kadence,F,783
Natasha,F,783
Mauricio,M,783
Madyson,F,781
Jett,M,781
Larry,M,781
Janelle,F,780
Alberto,M,780
Moises,M,780
Brenda,F,779
Lyric,F,779
Adelyn,F,778
Kimora,F,777
Imani,F,774
Paris,F,774
Priscilla,F,771
Ainsley,F,770
Macie,F,770
Estrella,F,768
Annika,F,767
Lena,F,767
Amiyah,F,766
Brett,M,766
Curtis,M,765
Darren,M,765
Philip,M,763
Nataly,F,761
Dayana,F,759
Harley,F,759
Skyler,F,758
Colten,M,757
Hayley,F,756
Bridget,F,753
Landyn,M,752
Brylee,F,751
Beau,M,751
Lillie,F,749
Melany,F,745
Zayden,M,745
Gunner,M,743
Evangeline,F,742
Kinsley,F,742
Noelle,F,742
Izaiah,M,742
Athena,F,740
Lacey,F,738
Byron,M,738
Viviana,F,735
Marshall,M,735
Uriel,M,733
Addisyn,F,732
Jamari,M,732
Cali,F,730
Albert,M,729
Alec,M,729
Lilian,F,728
Aubrie,F,725
Hugo,M,722
Emilee,F,720
Juliette,F,718
Orlando,M,718
Romeo,M,718
Hanna,F,717
Kade,M,717
Kayden,F,715
Beckett,M,713
Braylen,M,713
Jay,M,713
Desiree,F,712
Bryant,M,712
Elle,F,709
Brenna,F,707
Lana,F,706
Marvin,M,706
Kassidy,F,705
Arabella,F,704
Kailyn,F,704
Kenzie,F,698
Ricky,M,696
Ramon,M,694
Denise,F,692
Jadyn,F,690
Jaydon,M,690
Alissa,F,688
Kinley,F,688
Reed,M,687
Kobe,M,685
Yahir,M,685
Aileen,F,684
Logan,F,683
Alfredo,M,682
Issac,M,682
Salvador,M,682
Melina,F,681
Abbigail,F,675
Celeste,F,674
Eddie,M,674
Miracle,F,673
Jax,M,673
Annabella,F,672
Anahi,F,670
Brittany,F,670
Mila,F,667
Elaina,F,666
Francesca,F,666
Davis,M,665
Lauryn,F,664
Nancy,F,664
Kennedi,F,663
Justice,M,663
Cara,F,661
Danika,F,658
Anaya,F,657
Alessandra,F,656
Marisol,F,656
Kellen,M,653
Reece,M,653
Alanna,F,652
Johanna,F,652
Zachariah,M,651
Asia,F,650
August,M,650
Daphne,F,649
Mohamed,M,649
Amira,F,645
Yasmin,F,644
Russell,M,643
Yaretzi,F,642
Kristopher,M,642
Titus,M,642
Alyson,F,641
Claudia,F,639
Emerson,M,639
Lance,M,639
Nia,F,636
Maurice,M,636
Talon,M,636
Tate,M,636
Meredith,F,635
Lawrence,M,635
Braelyn,F,634
Amari,F,632
Nikolas,M,632
Jaylynn,F,630
Quinn,F,630
Nathalie,F,629
Jacoby,M,628
Jaliyah,F,627
Leon,M,625
Skye,F,623
Rosa,F,622
Mekhi,M,622
Isabela,F,621
Meghan,F,621
Nickolas,M,620
River,M,618
Karson,M,617
Milo,M,617
Rowan,F,616
Camron,M,615
Gloria,F,614
Diamond,F,613
Journey,F,612
Gary,M,610
Lexie,F,607
Joe,M,605
Zariah,F,603
Kali,F,602
Mikaela,F,601
Matteo,M,600
Parker,F,599
Nasir,M,599
Lesly,F,598
Wendy,F,598
Solomon,M,597
Saniyah,F,596
Whitney,F,595
Brycen,M,595
Samara,F,594
Davion,M,594
Warren,M,593
Aria,F,591
Yareli,F,591
King,M,591
Morgan,M,591
Hailee,F,590
Aylin,F,589
Kaylynn,F,589
Kristina,F,589
Walker,M,589
Kamila,F,588
Elliana,F,587
Douglas,M,587
Ernesto,M,587
Maximiliano,M,587
Joy,F,586
Bruce,M,586
Sandra,F,585
Amya,F,583
Liberty,F,583
Nathanael,M,583
Aleah,F,582
Lilyana,F,582
Kolton,M,581
Jaida,F,580
Perla,F,580
Jaylin,M,580
Sam,M,580
Alijah,M,579
Chandler,M,579
Leonel,M,578
Porter,M,577
Finley,F,576
Natalee,F,576
Lindsay,F,575
Pierce,M,575
Maximilian,M,574
Dana,F,573
Johan,M,573
Reese,M,573
Kelvin,M,572
Sidney,F,570
Casey,F,569
Vivienne,F,569
Waylon,M,569
Isaias,M,568
Cindy,F,567
Ahmad,M,567
Kristen,F,566
Anika,F,564
Patricia,F,564
Braiden,M,563
Kason,M,563
Hallie,F,562
Cullen,M,562
Laney,F,560
Terrance,M,560
Myla,F,559
Deandre,M,559
Jaden,F,558
Brooks,M,558
Anne,F,557
Skyla,F,557
Jamarion,M,557
Kiana,F,556
Madalynn,F,556
Saniya,F,556
Sherlyn,F,556
Janessa,F,555
Sylvia,F,555
Noel,M,555
Elisabeth,F,554
Jaelynn,F,554
Abram,M,554
Brodie,M,554
Heather,F,553
Javon,M,553
Khalil,M,553
Rodney,M,553
Camilla,F,552
Jayleen,F,552
Justice,F,550
Linda,F,550
Madilynn,F,550
Halle,F,549
Tori,F,549
Shaun,M,549
Roger,M,548
Arielle,F,547
Skylar,M,547
Dylan,F,545
America,F,543
Anabelle,F,543
Kathleen,F,542
Shannon,F,542
Cory,M,542
Gemma,F,541
Jaiden,F,540
Jonathon,M,540
Bailee,F,539
Micheal,M,539
Moses,M,539
Haven,F,538
Marie,F,536
Adelaide,F,535
Jadon,M,535
Kane,M,535
Tobias,M,535
Lucille,F,534
Ada,F,533
Guillermo,M,533
Gracelyn,F,532
Helena,F,532
Kassandra,F,532
Kaitlin,F,530
Aryanna,F,529
Kristian,M,529
Melvin,M,529
Taryn,F,528
Brisa,F,527
Ryan,F,527
Kieran,M,527
Chad,M,526
Adriel,M,525
Conor,M,524
Dorian,M,524
Amani,F,523
Gwendolyn,F,522
Bentley,M,522
Keagan,M,522
Eve,F,521
Cristopher,M,521
Kale,M,521
Damon,M,520
Aleena,F,519
Liana,F,519
Marilyn,F,519
Carl,M,519
London,M,519
Cyrus,M,518
Orion,M,517
Amara,F,516
Ari,M,516
Dayton,M,516
Nelson,M,515
Quincy,M,515
Haleigh,F,514
Quinton,M,514
Olive,F,512
Chace,M,511
Yandel,M,511
Franklin,M,510
Aspen,F,509
Kaia,F,508
Maeve,F,508
Maia,F,508
Maleah,F,508
Myah,F,508
Gia,F,507
Shiloh,F,506
Lorelei,F,504
Trace,M,504
Kaliyah,F,503
Yesenia,F,502
Catalina,F,501
Giana,F,500
Kamari,M,500
Rohan,M,500
Clarissa,F,499
Tiana,F,499
Zoie,F,499
Julien,M,499
Cheyanne,F,498
Deanna,F,498
Scarlet,F,497
Isiah,M,497
Aiyana,F,495
Isis,F,494
Marina,F,494
Alisson,F,493
Bryanna,F,493
Kendrick,M,493
Jaylee,F,491
Rachael,F,491
Boston,M,491
Frederick,M,491
Virginia,F,490
Charlie,F,489
Jaylin,F,489
Christine,F,488
Cason,M,488
Dominik,M,488
Allisson,F,487
Wilson,M,487
Simone,F,486
Gianni,M,485
Amiya,F,484
Briley,F,484
Dexter,M,484
Finnegan,M,484
Gideon,M,484
Jaycee,F,483
Ashlee,F,482
Destinee,F,482
Demetrius,M,482
Maverick,M,482
Noe,M,482
Siena,F,481
Jamison,M,480
Irene,F,479
Gunnar,M,479
Abril,F,478
Kenya,F,478
Terry,M,478
Triston,M,478
Julianne,F,477
Kaleigh,F,477
Armani,M,477
Asa,M,477
Jeffery,M,477
Ariel,M,475
Raven,F,473
Felipe,M,472
Roy,M,472
Elisa,F,471
Allan,M,471
Marc,M,471
Paulina,F,470
Aldo,M,470
Ronan,M,470
Ayanna,F,469
Kaitlynn,F,469
Jermaine,M,469
Adrienne,F,468
Tommy,M,468
Alvin,M,467
Ezequiel,M,466
Ibrahim,M,465
Karter,M,465
Carlee,F,464
Jaidyn,F,464
Raquel,F,464
Barrett,M,464
Brendon,M,464
Ryland,M,464
Sariah,F,463
Harley,M,462
Arely,F,461
Madden,M,461
Tomas,M,461
Tabitha,F,460
Jessie,M,459
Haylie,F,457
Bobby,M,457
Will,M,457
Annalise,F,456
Mercedes,F,456
Rhys,M,456
Terrence,M,456
Nylah,F,455
Barbara,F,454
Kailee,F,454
Krystal,F,454
Brennen,M,454
Kirsten,F,453
Teresa,F,453
Giovani,M,453
Elyse,F,452
Taliyah,F,452
Aliya,F,451
Jaylene,F,451
Remington,M,451
Terrell,M,451
Maci,F,450
Nico,M,450
Ansley,F,449
Xzavier,M,449
Kenley,F,447
Ahmed,M,446
Dahlia,F,445
Jefferson,M,444
Jon,M,444
Tristin,M,443
Billy,M,442
Branden,M,442
Jazlynn,F,441
Mariam,F,441
Kamden,M,441
June,F,440
Enzo,M,440
Carla,F,438
Martha,F,437
Bristol,F,436
Gisselle,F,436
Mckayla,F,436
Amelie,F,434
Jakayla,F,434
Jolie,F,434
Kendall,M,434
Adalynn,F,433
Kian,M,433
Kole,M,433
Uriah,M,433
Jaslene,F,432
Joslyn,F,432
Kody,M,432
Malcolm,M,432
Leighton,F,431
Lea,F,430
Moshe,M,430
Muhammad,M,430
Karlee,F,429
Mariyah,F,429
Paityn,F,429
Reginald,M,429
Memphis,M,428
Omari,M,428
Ulises,M,427
Brynlee,F,426
Luciana,F,426
Carolyn,F,425
Elsa,F,425
Elsie,F,425
Maritza,F,425
Javion,M,425
Lucian,M,425
Kaya,F,424
Sonia,F,424
Tara,F,424
Noemi,F,423
Cherish,F,422
Kaylen,F,422
Atticus,M,422
Jessie,F,421
Lisa,F,420
Mohammad,M,420
Mollie,F,419
Selah,F,418
Ace,M,418
Greta,F,417
Lainey,F,416
Miah,F,416
Adyson,F,415
Jaqueline,F,415
Steve,M,415
Ellen,F,414
Reyna,F,414
Kaylyn,F,412
Macey,F,412
Marisa,F,411
Paloma,F,411
Alonzo,M,411
Giuliana,F,410
Jamal,M,410
Rene,M,410
Marquis,M,409
Jenny,F,406
Joey,M,406
Clare,F,405
Regina,F,405
Rashad,M,405
Carlie,F,404
Cristina,F,404
Evie,F,404
Leanna,F,404
Rosemary,F,404
Annabel,F,403
Urijah,M,403
Averie,F,402
Emilie,F,402
Iliana,F,402
Phoenix,F,402
Tania,F,402
Kenny,M,402
Alena,F,401
Cailyn,F,401
Chaya,F,401
Wade,M,401
Regan,F,400
Kasen,M,400
Kellan,M,400
Raphael,M,400
Amina,F,399
Carley,F,399
Janae,F,399
Tamia,F,399
Cannon,M,399
Aydan,M,398
Bradyn,M,398
Brent,M,398
Malakai,M,398
Willie,M,398
Campbell,F,396
Charlee,F,396
Jaylah,F,396
Sanaa,F,396
Neil,M,396
Toby,M,396
Gerald,M,395
Jaeden,M,395
Jase,M,395
Zaniyah,F,394
Zion,F,394
Johnathon,M,394
Cecelia,F,393
Emmalee,F,393
Jazmyn,F,393
Jaylon,M,393
Zachery,M,393
Jadiel,M,392
Mohammed,M,392
Lilianna,F,391
Marlene,F,391
Davin,M,391
Markus,M,391
Blaine,M,390
Lawson,M,390
Leyla,F,389
Ben,M,387
Britney,F,386
Aisha,F,385
Angelique,F,385
Aydin,M,384
Harry,M,384
Kallie,F,383
Aron,M,383
Jairo,M,383
Patience,F,382
Alfonso,M,382
Teagan,M,382
Draven,M,381
Marlon,M,380
Sullivan,M,380
Luz,F,379
Yazmin,F,379
Alessandro,M,379
Luciano,M,379
Natalya,F,378
Layne,M,378
Kenna,F,377
Amare,M,377
Alani,F,376
Celia,F,376
Corinne,F,376
Moriah,F,376
Larissa,F,375
Malaya,F,375
Mara,F,375
Matilda,F,375
Susan,F,375
Alisha,F,374
Araceli,F,374
Giada,F,374
Karma,F,374
Mckinley,F,374
Aryana,F,373
Alonso,M,373
Lee,M,373
Rhett,M,373
Elaine,F,371
Kolby,M,371
Abbie,F,370
Judith,F,370
Damion,M,369
Giovanny,M,369
Messiah,M,369
Armani,F,368
Darian,M,368
Alia,F,367
Zara,F,367
Ronnie,M,367
Milagros,F,366
Shaniya,F,366
Sharon,F,366
Cale,M,366
Craig,M,366
Jamie,M,366
Kiersten,F,365
Renee,F,365
Ray,M,365
Lailah,F,364
Precious,F,364
Lorelai,F,363
Raiden,M,363
Anabella,F,362
Brinley,F,362
Paula,F,362
Tripp,M,362
Kendal,F,361
Semaj,M,361
Aliza,F,360
Milan,F,360
Salma,F,360
Yoselin,F,360
Makai,M,360
Trevon,M,360
Ayana,F,359
Felicity,F,359
Keyla,F,359
Kierra,F,359
Nash,M,359
Stanley,M,359
Azul,F,358
Francis,M,358
Kaiya,F,357
Zaria,F,357
Jerome,M,357
Giancarlo,M,356
Libby,F,355
Ryann,F,355
Archer,M,355
Heath,M,355
Layton,M,355
Tyrone,M,355
Frances,F,354
Giovanna,F,354
Ingrid,F,354
Maliah,F,354
Monserrat,F,354
Vicente,M,354
Chanel,F,353
Jamya,F,353
Janet,F,353
Kasey,F,353
Deven,M,353
Deacon,M,352
Osvaldo,M,352
Rogelio,M,352
Santino,M,352
Deshawn,M,351
Prince,M,351
Dayanara,F,349
Mira,F,349
Shyla,F,349
Ally,F,348
Marianna,F,348
