text,g,frequency
Jada,F,3986
Garrett,M,3977
Jared,M,3941
Erin,F,3924
Leah,F,3917
Jeremy,M,3889
Danielle,F,3863
Isabel,F,3850
Maya,F,3848
Ariana,F,3830
Arianna,F,3794
Jocelyn,F,3716
Evelyn,F,3700
Wyatt,M,3699
Avery,F,3687
Brayden,M,3672
Aaliyah,F,3671
Kenneth,M,3641
Leslie,F,3637
Tristan,M,3633
Caden,M,3629
Claire,F,3570
Liam,M,3565
Melanie,F,3547
Shelby,F,3533
Marissa,F,3513
Melissa,F,3501
Sofia,F,3486
Jorge,M,3483
Bailey,F,3465
Henry,M,3464
Vincent,M,3418
Molly,F,3403
Kaleb,M,3401
Jacqueline,F,3399
Jade,F,3392
Marcus,M,3390
Tanner,M,3390
Gabriela,F,3361
Courtney,F,3345
Kaden,M,3336
Angela,F,3317
Oscar,M,3299
Breanna,F,3268
Paul,M,3248
Joel,M,3243
Catherine,F,3230
Katie,F,3188
Parker,M,3184
Dakota,M,3155
Diana,F,3148
Stephen,M,3141
Ivan,M,3136
Eduardo,M,3117
Christina,F,3109
Isabelle,F,3109
Edward,M,3107
Alan,M,3096
Amelia,F,3093
Maxwell,M,3086
Daniela,F,3075
Mariah,F,3073
Briana,F,3057
Collin,M,3004
Nicolas,M,3001
Madelyn,F,2984
Colton,M,2951
Mya,F,2950
Kathryn,F,2945
Gage,M,2937
Brooklyn,F,2923
Grant,M,2916
George,M,2910
Spencer,M,2906
Angel,F,2886
Jeffrey,M,2883
Amy,F,2878
Brendan,M,2866
Brady,M,2865
Dalton,M,2857
Adriana,F,2839
Shane,M,2813
Cristian,M,2802
Peter,M,2802
Kennedy,F,2774
Francisco,M,2766
Ricardo,M,2761
Derek,M,2753
Alexandria,F,2750
Laura,F,2740
Kelly,F,2735
Gracie,F,2723
Alexis,M,2721
Omar,M,2701
Josiah,M,2682
Conner,M,2677
Preston,M,2637
Lydia,F,2626
Margaret,F,2623
Jalen,M,2620
Ana,F,2591
Shawn,M,2571
Kelsey,F,2569
Fernando,M,2551
Erik,M,2550
Alicia,F,2541
Lindsey,F,2541
Travis,M,2540
Devon,M,2524
Javier,M,2502
Alexia,F,2495
Cheyenne,F,2474
Max,M,2459
Damian,M,2453
Jonah,M,2431
Jillian,F,2425
Daisy,F,2408
Sabrina,F,2394
Mikayla,F,2393
Bradley,M,2392
Ashlyn,F,2368
Cooper,M,2368
Mario,M,2358
Cesar,M,2357
Braden,M,2352
Levi,M,2345
Cassandra,F,2334
Karen,F,2331
Andres,M,2327
Edgar,M,2319
Caitlin,F,2311
Gianna,F,2311
Skylar,F,2305
Nevaeh,F,2297
Micah,M,2285
Lizbeth,F,2275
Natalia,F,2256
Tiffany,F,2256
Mckenzie,F,2250
Manuel,M,2246
Cassidy,F,2234
Sophie,F,2231
Nolan,M,2216
Summer,F,2210
Donovan,M,2210
Angelica,F,2209
Giovanni,M,2199
Kylee,F,2197
Johnathan,M,2192
Jordyn,F,2189
Kendall,F,2182
Trenton,M,2181
Colby,M,2170
Edwin,M,2167
Juliana,F,2129
Clayton,M,2128
Emmanuel,M,2128
Wesley,M,2121
Miranda,F,2117
Gregory,M,2105
Erick,M,2094
Erica,F,2091
Caitlyn,F,2078
Bianca,F,2054
Kate,F,2054
Abby,F,2048
Naomi,F,2047
Raymond,M,2044
Kyla,F,2023
Crystal,F,2017
Rylee,F,2017
Dillon,M,2008
Hector,M,1997
Alondra,F,1996
Sergio,M,1984
Karina,F,1975
Eli,M,1974
Marco,M,1959
Ty,M,1936
Jamie,F,1924
Malachi,M,1916
Valerie,F,1910
Hope,F,1897
Abraham,M,1894
Mitchell,M,1890
Corey,M,1887
Martin,M,1887
Damien,M,1886
Kiara,F,1873
Roberto,M,1873
Hayley,F,1864
Delaney,F,1855
Chelsea,F,1837
Veronica,F,1834
Ayden,M,1829
Taylor,M,1828
Erika,F,1816
Jaylen,M,1814
Dawson,M,1805
Dominick,M,1779
Karla,F,1778
Giselle,F,1771
Scott,M,1770
Amaya,F,1768
Peyton,M,1768
Dustin,M,1767
Charlotte,F,1763
Carly,F,1762
Aubrey,F,1757
Andre,M,1751
Valeria,F,1736
Julianna,F,1734
Ellie,F,1728
Maggie,F,1718
Elias,M,1711
Sadie,F,1706
Leonardo,M,1705
Addison,F,1704
Ruby,F,1704
Peyton,F,1700
Harrison,M,1697
Mckenna,F,1695
Meghan,F,1695
Layla,F,1687
Jazmin,F,1674
Josue,M,1674
Alejandra,F,1665
Cynthia,F,1661
Jasmin,F,1661
Jayla,F,1661
Bryson,M,1658
Reagan,F,1657
Ruben,M,1655
Esmeralda,F,1652
Andy,M,1627
Alana,F,1620
Payton,F,1619
Bethany,F,1617
Heather,F,1617
Brett,M,1614
Monica,F,1612
Jakob,M,1604
Avery,M,1595
Zane,M,1589
Nadia,F,1580
Brittany,F,1578
Makenzie,F,1578
Cade,M,1576
Drew,M,1573
Calvin,M,1563
Pedro,M,1558
Adrianna,F,1553
Ariel,F,1547
Hanna,F,1546
Griffin,M,1535
Alec,M,1525
Eva,F,1515
Trey,M,1515
Miles,M,1511
Malik,M,1505
Desiree,F,1504
Haylee,F,1503
Rebekah,F,1501
Frank,M,1499
Genesis,F,1493
Skyler,M,1486
Macy,F,1483
Lucy,F,1472
Zoey,F,1469
Elena,F,1465
Brody,M,1462
Kyra,F,1459
Phillip,M,1454
Vivian,F,1453
Makenna,F,1451
Shannon,F,1447
Jaden,F,1446
Brenda,F,1442
Kristen,F,1437
Mallory,F,1428
Raven,F,1427
Xander,M,1424
Simon,M,1420
Elise,F,1419
Alison,F,1413
Serenity,F,1412
Rafael,M,1409
Ronald,M,1403
Diamond,F,1400
Raul,M,1400
Gerardo,M,1399
Aliyah,F,1391
Chance,M,1391
Trent,M,1379
Michaela,F,1378
Marcos,M,1378
Derrick,M,1377
Brock,M,1376
Oliver,M,1373
Asia,F,1369
Israel,M,1366
Johnny,M,1365
Kara,F,1357
Nina,F,1356
Enrique,M,1355
Fatima,F,1354
Julie,F,1351
Jayden,F,1346
Liliana,F,1346
Kailey,F,1331
Guadalupe,F,1329
Jace,M,1328
Savanna,F,1318
Allen,M,1315
Jazmine,F,1313
Keith,M,1313
Dante,M,1311
Donald,M,1307
Allyson,F,1306
Laila,F,1306
Claudia,F,1303
Joanna,F,1302
Mariana,F,1296
Camden,M,1294
Carmen,F,1289
Darius,M,1289
Troy,M,1284
Armando,M,1277
Camille,F,1275
Serena,F,1275
Yahir,M,1274
Keegan,M,1271
Katelynn,F,1270
Chandler,M,1270
Payton,M,1268
Jaime,M,1261
Josephine,F,1256
Casey,M,1253
Kendra,F,1235
Lindsay,F,1229
Holly,F,1225
Kai,M,1216
Carolina,F,1215
Kobe,M,1212
Heaven,F,1191
Kaitlin,F,1191
Lilly,F,1187
Brenden,M,1184
Sandra,F,1180
Jadyn,F,1179
Selena,F,1178
Nancy,F,1177
Anastasia,F,1173
Gustavo,M,1170
Zackary,M,1169
Lance,M,1166
Cecilia,F,1162
Cindy,F,1160
Angelo,M,1158
Paris,F,1157
Julio,M,1156
Fabian,M,1147
Katrina,F,1141
Tatiana,F,1135
Skyler,F,1132
Drake,M,1129
Lane,M,1129
Myles,M,1127
Alaina,F,1126
Alberto,M,1126
Brennan,M,1126
Jimmy,M,1125
Mathew,M,1124
April,F,1116
Kirsten,F,1116
Tessa,F,1113
Corbin,M,1112
Kameron,M,1110
Perla,F,1108
Dennis,M,1106
Miriam,F,1102
Louis,M,1101
Jaxon,M,1097
Kathleen,F,1096
Leo,M,1095
Annika,F,1089
Wendy,F,1087
Jerry,M,1086
Kyler,M,1086
Kira,F,1084
Danny,M,1082
Esther,F,1081
Priscilla,F,1078
Cierra,F,1074
Philip,M,1073
Quinn,M,1072
Kayleigh,F,1071
Saul,M,1071
Jonathon,M,1069
Brynn,F,1067
Alissa,F,1061
Annabelle,F,1061
Clara,F,1050
Emanuel,M,1046
Cameron,F,1041
Roman,M,1041
Tucker,M,1040
Tyson,M,1039
Brenna,F,1036
Tori,F,1035
Celeste,F,1034
Camila,F,1033
Kristina,F,1033
Bridget,F,1028
Yesenia,F,1026
Grayson,M,1024
Melody,F,1022
Damon,M,1022
Pablo,M,1021
Emilee,F,1020
Josie,F,1017
Kassandra,F,1016
Cayden,M,1012
Patricia,F,1011
Eleanor,F,1005
Braxton,M,1003
Tony,M,999
Camryn,F,998
Shayla,F,998
Reese,F,996
Harley,F,993
Casey,F,987
Arturo,M,986
Ashlynn,F,979
Landen,M,979
Heidi,F,977
Bryant,M,977
Darren,M,977
Aniya,F,976
Douglas,M,976
Jaiden,M,973
Bryanna,F,972
Allie,F,971
Bella,F,971
Natasha,F,970
Rachael,F,970
Daniella,F,968
Britney,F,967
Theodore,M,964
Madeleine,F,963
Ashanti,F,961
Lorenzo,M,961
Lukas,M,961
Zander,M,957
Denise,F,956
Emilio,M,956
Shania,F,955
Imani,F,953
Paola,F,952
Sidney,F,951
Albert,M,951
Larry,M,949
Kiana,F,948
Mercedes,F,947
Marisa,F,945
Camron,M,943
Eliza,F,942
Christine,F,941
Randy,M,935
Alfredo,M,932
Santiago,M,928
Tara,F,925
Cory,M,924
Annie,F,919
Halle,F,919
Marc,M,919
Callie,F,918
Aden,M,917
Dakota,F,916
Ezekiel,M,911
Gary,M,911
Nickolas,M,911
Alayna,F,910
Curtis,M,904
Eden,F,903
Piper,F,902
Joe,M,898
Jayson,M,894
Leila,F,893
Nia,F,891
Eliana,F,890
Alivia,F,888
Kaylie,F,888
Ruth,F,886
Aniyah,F,885
Fiona,F,885
Logan,F,884
Leilani,F,882
Zion,M,878
Braeden,M,876
Mateo,M,875
Yasmin,F,872
Ismael,M,871
Talia,F,869
Julissa,F,865
Marvin,M,864
Chad,M,860
Emely,F,855
Ernesto,M,853
Salvador,M,853
Ashleigh,F,852
Hailee,F,850
Kiley,F,850
Tristen,M,850
Rose,F,849
Ayanna,F,846
Esteban,M,842
Meredith,F,841
Lesly,F,838
Cristina,F,835
Quentin,M,835
Lauryn,F,834
Nora,F,830
Sasha,F,827
Jayda,F,826
Amir,M,818
Lawrence,M,817
Ramon,M,814
Alexus,F,813
Lacey,F,812
Lisa,F,811
Russell,M,811
Aurora,F,810
Georgia,F,810
Rylie,F,809
Ali,M,809
Jay,M,809
Clarissa,F,807
Madalyn,F,807
Axel,M,807
Brayan,M,805
Angie,F,803
Dana,F,800
Marshall,M,799
Ricky,M,799
Stella,F,797
Moises,M,797
Anne,F,796
Arthur,M,795
Nikolas,M,795
Ashlee,F,793
Ciara,F,791
Tatum,F,788
Genevieve,F,787
Kyleigh,F,787
Iris,F,786
Lexi,F,786
Rosa,F,786
Amari,F,784
Kristopher,M,784
Helen,F,783
Marisol,F,783
Izabella,F,779
Carl,M,774
Walter,M,774
Haleigh,F,770
Raquel,F,770
Alina,F,768
Kassidy,F,768
Micheal,M,768
Kamryn,F,762
Bailey,M,760
Brittney,F,758
Tiana,F,758
Maurice,M,757
Reece,M,757
Tabitha,F,755
Abel,M,754
Marina,F,752
Noelle,F,750
Brooklynn,F,748
Ivy,F,748
Viviana,F,748
Morgan,M,748
Sage,F,747
Virginia,F,742
India,F,741
Hallie,F,739
Linda,F,739
Krystal,F,736
Rodrigo,M,736
Keaton,M,735
Isiah,M,734
Madisyn,F,728
Hugo,M,727
Anahi,F,726
Jaiden,F,726
Skye,F,726
Paulina,F,725
Kayden,M,725
Tania,F,716
Kristin,F,715
Deanna,F,714
Francesca,F,714
Gloria,F,712
Kaiden,M,711
Jenny,F,709
Reese,M,709
Elisabeth,F,708
Charlie,M,708
Amya,F,706
Malia,F,705
Jane,F,704
Davis,M,704
Maximus,M,704
Madyson,F,703
Teresa,F,703
Jadon,M,701
Orlando,M,701
Carolyn,F,700
Alice,F,699
Nayeli,F,697
Jeffery,M,697
Baylee,F,694
Cora,F,694
Itzel,F,694
Jon,M,692
Felix,M,690
Kade,M,690
Phoebe,F,688
Mekhi,M,688
Zachariah,M,688
Rodney,M,687
Shaun,M,687
Ainsley,F,686
Laci,F,685
Brent,M,685
Dean,M,685
Alisha,F,684
Mauricio,M,684
Dallas,M,683
Zachery,M,681
Kaitlynn,F,680
Krista,F,679
Chris,M,678
Julius,M,678
Kaylin,F,677
Kiera,F,676
Alyson,F,675
Whitney,F,674
Dominique,F,673
Pamela,F,673
Eddie,M,671
Tommy,M,670
Regan,F,669
Hudson,M,669
Ellen,F,667
Kaleigh,F,667
Terry,M,667
Justice,F,665
Renee,F,665
Justice,M,665
Roger,M,664
Taryn,F,662
Branden,M,662
Graham,M,662
Emilie,F,660
Karissa,F,660
Samara,F,656
Monique,F,654
Tamia,F,654
Valentina,F,654
Jamal,M,654
Issac,M,652
Elaina,F,650
Ezra,M,650
Conor,M,648
Carissa,F,647
Carla,F,647
Melvin,M,645
Quinton,M,645
Kelvin,M,644
Tate,M,644
Sarai,F,642
Cheyanne,F,641
Gina,F,641
Deandre,M,641
Gillian,F,638
Macie,F,637
Jaylin,M,637
Jaqueline,F,636
Mckayla,F,636
Weston,M,635
Destinee,F,634
Skylar,M,632
Ashton,F,629
Adan,M,629
Martha,F,627
Jessie,M,627
Abbey,F,625
Joselyn,F,625
Lucia,F,625
Asher,M,625
Walker,M,625
Allan,M,624
Kody,M,624
Cadence,F,620
Holden,M,619
Jessie,F,618
Jarrett,M,616
Nyla,F,615
Ryleigh,F,615
Yasmine,F,615
Tyrese,M,615
Amari,M,613
Anika,F,612
Tia,F,612
Beau,M,612
Harley,M,612
Declan,M,611
Nelson,M,611
Elliot,M,610
Isabela,F,609
Janelle,F,606
Craig,M,606
Rylan,M,603
Kiersten,F,602
Jaylon,M,601
Billy,M,600
Miracle,F,599
Ryan,F,598
Anya,F,596
Guillermo,M,595
Hailie,F,594
Bennett,M,594
Dulce,F,591
Brendon,M,591
Emiliano,M,590
Meagan,F,589
Alanna,F,587
Frederick,M,587
Kailee,F,584
Joy,F,582
Toby,M,581
Nasir,M,580
Uriel,M,580
Kaley,F,578
Sam,M,578
Liberty,F,577
Fernanda,F,576
Tamara,F,575
Dane,M,574
Kristian,M,573
Dylan,F,572
Lana,F,572
Jermaine,M,572
Sawyer,M,570
Zackery,M,570
Roy,M,569
Cara,F,568
Marie,F,568
Susan,F,568
Katlyn,F,566
Trista,F,566
Deja,F,564
Janet,F,564
Ximena,F,564
America,F,563
Gisselle,F,563
Lena,F,563
Jude,M,563
Rene,M,563
Felipe,M,562
Steve,M,562
Dorian,M,560
Javon,M,560
Trevon,M,560
Maddison,F,559
Bobby,M,559
Joaquin,M,559
Silas,M,559
Marlene,F,558
Emilia,F,557
Willie,M,557
Desmond,M,556
Abbigail,F,555
Demetrius,M,554
Precious,F,553
Jaheim,M,552
Terrance,M,552
Elisa,F,550
Reid,M,550
Larissa,F,549
Quincy,M,548
Khalil,M,546
Osvaldo,M,546
Johanna,F,544
Luca,M,544
Kolby,M,543
Jimena,F,542
Ahmad,M,542
Helena,F,541
Mayra,F,541
Jonas,M,541
Sharon,F,539
Franklin,M,539
Athena,F,538
Carley,F,537
Tomas,M,537
Abbie,F,536
Nataly,F,536
Willow,F,536
Nathanael,M,536
Charity,F,534
Marquis,M,534
Noe,M,534
Estrella,F,533
Jacquelyn,F,533
Johnathon,M,533
Kasey,F,531
Reginald,M,531
Madilyn,F,530
Damion,M,530
Kierra,F,529
Gerald,M,529
Jaelyn,F,528
Jaydon,M,527
Kendrick,M,527
Aileen,F,526
Kenny,M,526
Araceli,F,525
Angelique,F,520
Anaya,F,519
Kaya,F,519
Blaine,M,519
Clay,M,519
Devan,M,519
Jamari,M,519
Terrell,M,516
Madelynn,F,515
Simone,F,515
Julianne,F,514
Marilyn,F,514
Raegan,F,514
Noel,M,514
Mikaela,F,513
Pierce,M,512
Cassie,F,509
Bruce,M,508
Cyrus,M,508
Malcolm,M,507
Janiya,F,506
Sydnee,F,506
Adolfo,M,505
Rogelio,M,505
Easton,M,504
Sylvia,F,502
Byron,M,502
Maci,F,501
Warren,M,500
Kailyn,F,499
Moses,M,499
Eve,F,498
Sonia,F,498
Ann,F,497
Elle,F,497
Lilian,F,496
Solomon,M,496
Trace,M,496
Carlie,F,495
Laney,F,495
Macey,F,495
Maritza,F,495
Janae,F,494
Kali,F,494
Maia,F,494
Tess,F,494
Joey,M,494
Aspen,F,493
Theresa,F,493
Kendall,M,493
Leon,M,493
Rodolfo,M,493
Lila,F,491
Gilberto,M,491
Tobias,M,491
Hayden,F,490
Reyna,F,490
Lorena,F,489
Kaila,F,487
Lexie,F,487
Marley,F,486
Maximilian,M,486
Rohan,M,486
Dayton,M,485
Davion,M,483
Aracely,F,482
Melany,F,482
Aimee,F,480
Jair,M,480
Mohamed,M,480
Luz,F,478
Reed,M,478
Deven,M,477
Elliott,M,477
Arielle,F,475
Kenya,F,475
Rhiannon,F,475
Irene,F,473
Nathalie,F,473
Caiden,M,471
Haylie,F,469
Alvin,M,469
Jazlyn,F,468
Harmony,F,467
Isis,F,467
Violet,F,467
Braydon,M,467
Wilson,M,467
Jaclyn,F,466
Todd,M,466
Deshawn,M,465
Francis,M,465
Jasper,M,465
Janessa,F,464
Justine,F,464
Brielle,F,463
Kadin,M,461
Marlon,M,461
Daphne,F,460
Kelsie,F,460
Alessandra,F,459
Haven,F,459
Gwendolyn,F,458
Arely,F,457
Tyler,F,456
Alfonso,M,455
Triston,M,455
Brandy,F,454
Yadira,F,454
Juliet,F,452
Lesley,F,451
Tanya,F,451
Tiara,F,451
Brandi,F,449
Frances,F,449
Zoie,F,449
Darian,M,448
Leonel,M,447
Harry,M,446
Gael,M,443
Randall,M,443
Melina,F,441
Omarion,M,440
Terrence,M,440
Jaida,F,439
Ben,M,439
Bailee,F,437
Delilah,F,437
Kaelyn,F,437
Jaxson,M,437
Octavio,M,437
Lola,F,436
Tianna,F,436
Alonzo,M,436
Mariela,F,435
Noemi,F,435
Tristin,M,435
Kaia,F,434
Will,M,433
Colleen,F,432
Keira,F,432
Shyanne,F,432
Thalia,F,431
Jayce,M,431
Felicity,F,430
Skyla,F,429
Teagan,F,429
Kieran,M,429
Barbara,F,428
Yazmin,F,428
Addison,M,428
Ahmed,M,428
Judith,F,427
Ramiro,M,427
Elaine,F,426
Regina,F,425
Cedric,M,425
Izaiah,M,425
Aisha,F,424
Lillie,F,422
Rebeca,F,422
Adrienne,F,421
Deborah,F,421
Duncan,M,421
Savanah,F,419
Ronnie,M,419
Alma,F,417
Clare,F,417
Aubree,F,415
Mara,F,415
Sienna,F,415
Kennedi,F,414
Karlee,F,413
Maeve,F,413
Tyrone,M,413
Jaylin,F,411
Mollie,F,410
Zaria,F,410
Alvaro,M,410
Jamie,M,410
Jerome,M,410
Lincoln,M,410
Halie,F,409
Frida,F,408
Kaylyn,F,408
Dale,M,408
Tyrell,M,408
Mariam,F,407
Amara,F,406
Celia,F,406
Tatyana,F,406
Cristal,F,405
Rolando,M,405
Tyree,M,405
Laurel,F,404
Presley,F,404
Amarion,M,404
Stanley,M,404
Adeline,F,403
Jamya,F,403
Jameson,M,403
Lee,M,403
Wade,M,403
Aria,F,402
Kenzie,F,402
Carina,F,401
Leonard,M,401
Stacy,F,400
Brennen,M,400
Darrell,M,400
Alena,F,399
Rosemary,F,399
Orion,M,398
Phoenix,M,398
Lia,F,397
Shaniya,F,397
Jordon,M,396
Esperanza,F,395
Lea,F,395
Mohammad,M,395
Quinn,F,394
Taliyah,F,394
Ally,F,393
Emmalee,F,393
Coby,M,393
Dayana,F,392
Hana,F,392
Ezequiel,M,392
Corinne,F,390
Aldo,M,390
Edith,F,389
Lyric,F,389
Eileen,F,388
Johan,M,388
River,M,388
Ariel,M,387
Everett,M,387
Kellen,M,387
Carlee,F,385
Hazel,F,385
Stephany,F,385
Jazmyn,F,384
Ansley,F,383
Princess,F,383
Taniya,F,383
Eugene,M,383
Neil,M,383
Rudy,M,383
Efrain,M,382
Isaias,M,382
Wayne,M,382
Keenan,M,381
Chelsey,F,380
Jaquan,M,380
Breana,F,379
Felicia,F,379
Tina,F,378
Jolie,F,377
Kayley,F,377
Salma,F,377
Maddox,M,377
Ross,M,377
Greta,F,376
Karlie,F,376
Leticia,F,376
Katharine,F,375
Nya,F,375
Davin,M,375
Jamison,M,375
Alisa,F,374
Amira,F,374
Ingrid,F,374
Hadley,F,373
Juliette,F,373
Cristopher,M,373
Gunnar,M,373
Kendal,F,372
Tyra,F,372
Micah,F,371
Maximiliano,M,370
Ayana,F,369
Blanca,F,369
Amani,F,368
Annabella,F,368
Keely,F,368
Coleman,M,368
Davon,M,368
Penelope,F,367
Vicente,M,366
Dayanara,F,365
Leanna,F,365
Grady,M,364
Jairo,M,364
Colten,M,363
Lizeth,F,362
Donte,M,362
Myah,F,361
Gilbert,M,361
Cruz,M,359
Ernest,M,359
Moshe,M,359
Annalise,F,356
Paula,F,356
Giovanna,F,355
Jalyn,F,355
Janiyah,F,355
Nehemiah,M,355
Tayler,F,354
Toni,F,354
Jenifer,F,353
Mattie,F,353
Brisa,F,352
Cayla,F,351
Chasity,F,351
Jewel,F,351
Camren,M,351
Sage,M,351
Abigayle,F,350
Liana,F,350
Elsa,F,349
Elyse,F,349
Kaylynn,F,349
Lara,F,349
Keshawn,M,349
Mohammed,M,349
Aiyana,F,348
Antonia,F,345
Carrie,F,345
Joyce,F,345
Dominik,M,345
Anissa,F,344
Aryanna,F,344
Freddy,M,344
Quintin,M,344
Titus,M,344
Evelin,F,343
Lisbeth,F,343
Micaela,F,343
Dwayne,M,343
Garret,M,343
Harold,M,343
Candace,F,341
Cecelia,F,341
Ibrahim,M,341
Anderson,M,340
Brice,M,339
Kolton,M,339
Shakira,F,337
Elisha,M,337
Nichole,F,336
Karson,M,336
Ray,M,336
Layne,M,335
Jabari,M,334
Ebony,F,333
Essence,F,333
Jett,M,333
Kayli,F,332
Omari,M,332
Dalia,F,331
Annette,F,330
Gia,F,330
Marianna,F,329
Stacey,F,329
Koby,M,329
Catalina,F,328
Dominique,M,328
Humberto,M,328
Joana,F,327
Shaylee,F,327
Kamron,M,327
Nathanial,M,327
Meadow,F,326
Scarlett,F,326
Taniyah,F,326
Darien,M,326
Rowan,M,326
Lilliana,F,325
Devyn,M,325
Gunner,M,325
Sterling,M,325
Alize,F,324
Devon,F,324
Emerson,F,324
Hunter,F,324
Karli,F,324
Aliya,F,323
Donna,F,323
Irvin,M,323
Jaron,M,323
Keagan,M,323
Keon,M,323
Kole,M,323
Julien,M,322
Romeo,M,322
Chaya,F,321
Yvette,F,321
Lewis,M,321
Mike,M,321
Desirae,F,320
Jakayla,F,320
Kaliyah,F,320
Kelli,F,320
Ulises,M,320
Aleah,F,319
Shea,F,318
Antoine,M,318
Cali,F,317
Joslyn,F,317
Jamarion,M,317
Gretchen,F,316
Maura,F,316
Rory,M,316
Shayna,F,315
Iliana,F,314
London,F,314
Shreya,F,314
Sydni,F,314
Porter,M,314
Ericka,F,313
Jaylynn,F,313
Noelia,F,313
Ryann,F,313
Samira,F,313
Shirley,F,313
Devin,F,312
Ayla,F,311
Kenia,F,311
Agustin,M,311
Abigale,F,310
Parker,F,310
Sanaa,F,310
Junior,M,310
Celine,F,309
Danna,F,309
Galilea,F,309
Kaylah,F,308
Casandra,F,307
Shyann,F,307
Kaiya,F,306
Kathy,F,306
Raina,F,306
Judah,M,306
Muhammad,M,306
Moriah,F,305
Ryder,M,305
Lacie,F,304
Montana,F,304
Nyah,F,304
Yuliana,F,304
Aron,M,304
August,M,304
Amiya,F,303
Karly,F,303
Kianna,F,303
Nikki,F,303
Norah,F,303
Sheila,F,303
Tracy,F,303
Gianni,M,302
Kenna,F,301
Asa,M,301
Markus,M,301
Alijah,M,300
Ralph,M,300
Christian,F,299
Kya,F,299
Dashawn,M,299
Elmer,M,299
Finn,M,299
Jaeden,M,299
Karl,M,299
Makena,F,298
Ari,M,298
Giancarlo,M,298
Rocco,M,298
Lacy,F,297
Kareem,M,297
Johana,F,296
Maliyah,F,296
Sandy,F,296
Alonso,M,296
Dillan,M,296
Glenn,M,296
Rashad,M,296
Monserrat,F,294
Savana,F,294
Kacie,F,293
Kasandra,F,293
Rayna,F,293
Katarina,F,292
Litzy,F,292
Lizette,F,292
