text,g,frequency
Carissa,F,501
Alisha,F,500
Arielle,F,500
Cyrus,M,500
Reginald,M,500
Terrell,M,500
Maximilian,M,498
Rogelio,M,497
Jaidyn,F,496
Kailee,F,496
Luz,F,496
Yasmine,F,496
Rodolfo,M,496
Irene,F,493
Byron,M,493
Harley,M,493
Annalise,F,492
Rohan,M,492
Eve,F,491
Regina,F,489
Janessa,F,488
Susan,F,488
Carlie,F,487
Skyla,F,487
Ahmad,M,487
Ulises,M,487
Kellen,M,486
Reyna,F,485
Orion,M,485
Evangeline,F,484
Tia,F,484
Yoselin,F,484
Aubrie,F,483
Kierra,F,483
Damaris,F,482
Sanaa,F,482
Lea,F,481
Sonia,F,481
Kendrick,M,481
Trevon,M,481
Brisa,F,480
Cali,F,480
Haleigh,F,479
Isaias,M,479
Daphne,F,478
Haven,F,478
Jolie,F,477
Johan,M,476
Alma,F,473
Jamison,M,473
Joey,M,473
Will,M,473
Rubi,F,471
Sharon,F,471
Jett,M,471
Addisyn,F,470
Ingrid,F,470
Steve,M,470
Trace,M,470
Jazmyn,F,469
Karissa,F,469
Emerson,M,469
Kobe,M,469
Dayton,M,468
Malcolm,M,468
Felicity,F,467
Kennedi,F,467
Johnathon,M,467
Terrence,M,467
Kayden,F,466
Kaylynn,F,464
Ezequiel,M,464
Gerald,M,464
Savanah,F,463
Craig,M,463
Waylon,M,463
Brittney,F,462
Titus,M,462
Oswaldo,M,460
Jaylin,F,459
Gwendolyn,F,457
Alfonso,M,457
Dominique,F,456
Ally,F,455
Siena,F,455
Yareli,F,455
Marquis,M,455
Gia,F,454
Larissa,F,454
Noemi,F,454
Ben,M,454
Gilberto,M,454
Macey,F,453
Parker,F,453
Pierce,M,453
Wade,M,453
Amiyah,F,451
Jaylynn,F,451
Rowan,F,451
Francis,M,451
Alonzo,M,450
Karson,M,450
Tristin,M,450
Lyla,F,449
Ray,M,449
Mikaela,F,448
Arabella,F,447
Kaya,F,447
Lyric,F,447
Maeve,F,447
Karlee,F,446
Myah,F,446
Jairo,M,446
Bailee,F,445
Edith,F,445
Addison,M,445
Kieran,M,445
Aria,F,444
Juliette,F,444
Shaniya,F,444
Jase,M,444
Aryanna,F,443
Ahmed,M,443
Ronnie,M,443
Carlee,F,442
Jasper,M,442
Ramiro,M,442
Monique,F,441
Kendall,M,441
Abbie,F,440
Emmett,M,439
Cheyanne,F,438
Clare,F,438
Tyra,F,438
Mayra,F,437
Rolando,M,437
Cristal,F,436
Blaine,M,436
Campbell,F,435
Romeo,M,435
Taniya,F,433
Charity,F,432
Alvaro,M,432
Tyrone,M,432
Maci,F,431
Paula,F,431
Alena,F,430
Gideon,M,430
Aleah,F,429
Jacquelyn,F,429
Aydan,M,429
Jerome,M,429
Kaley,F,428
Gunner,M,426
Landyn,M,426
Camren,M,424
Cecelia,F,423
Deborah,F,423
Evelin,F,422
Stacy,F,422
Janae,F,421
Zackery,M,421
Esperanza,F,420
Jamie,M,420
Adolfo,M,419
Elyse,F,418
Alijah,M,418
Devan,M,418
Moshe,M,418
Marianna,F,417
Ibrahim,M,417
Gisselle,F,416
Tamara,F,416
Aldo,M,416
Mara,F,415
Cedric,M,415
Julien,M,415
Angelique,F,414
Abram,M,414
Brycen,M,414
Darrell,M,414
Harry,M,414
Aisha,F,413
Laci,F,412
Brooks,M,412
Darian,M,412
Mohammad,M,412
Amani,F,411
Greta,F,411
Ronan,M,411
Ashleigh,F,410
Mariam,F,410
Catalina,F,409
Emmalee,F,409
Kaylyn,F,409
Tianna,F,409
Kaia,F,408
Krista,F,408
Rosemary,F,408
Ryann,F,408
Keely,F,407
Celia,F,406
Ayana,F,405
Lizeth,F,405
Abbey,F,404
Ansley,F,404
Lorena,F,404
Monserrat,F,404
Stanley,M,404
Vicente,M,404
Akeelah,F,403
Aliya,F,403
Davin,M,403
Gina,F,402
Roselyn,F,402
Giana,F,401
Princess,F,400
Micah,F,399
Braiden,M,399
Davon,M,398
Ada,F,397
Joslyn,F,397
Saniyah,F,396
Neil,M,396
Valery,F,395
Theresa,F,394
Keenan,M,394
Zaria,F,393
Deven,M,393
Maverick,M,393
Elaine,F,392
Jabari,M,392
Hana,F,391
Liana,F,390
Gianni,M,390
Lee,M,390
Giovanna,F,389
Alexzander,M,389
Isabell,F,388
Lainey,F,388
Aracely,F,387
Dominik,M,387
Dwayne,M,387
Tyrese,M,387
Ann,F,386
Cassie,F,386
Lucille,F,385
Shyanne,F,385
Tess,F,385
Alessandro,M,385
Misael,M,385
Jakayla,F,384
August,M,384
Kayley,F,383
Keagan,M,383
Leonard,M,383
Xzavier,M,383
Iliana,F,382
Matteo,M,381
Dylan,F,380
Asa,M,380
Randall,M,380
Aiyana,F,379
Taliyah,F,379
Tyler,F,379
Jamya,F,378
Lorelei,F,378
Rhiannon,F,378
Junior,M,378
Adrienne,F,377
Aron,M,377
Elisha,M,376
Ryker,M,376
Ari,M,375
Amiya,F,374
Boston,M,374
Rudy,M,373
Meagan,F,371
Mila,F,371
Antoine,M,371
Krish,M,371
Betsy,F,370
Chasity,F,370
Lesley,F,370
Mohammed,M,370
Cherish,F,369
Jacey,F,369
Tanya,F,369
Markus,M,369
Maximiliano,M,369
Chaya,F,368
Leanna,F,368
London,M,366
Muhammad,M,366
Charlize,F,365
Kaliyah,F,365
Bailey,M,365
Kolton,M,365
Gracelyn,F,364
Anabelle,F,363
Mollie,F,363
Kadin,M,363
Sincere,M,363
Deja,F,362
Gillian,F,362
Salma,F,362
Freddy,M,361
Amelie,F,360
Hailie,F,360
Kelsie,F,360
Alonso,M,360
Frances,F,359
Karlie,F,359
Jefferson,M,359
Adison,F,358
Aimee,F,358
Jaliyah,F,358
Marlee,F,358
Miah,F,358
Jamar,M,358
Javion,M,358
Wayne,M,358
Aylin,F,357
Thalia,F,357
Damarion,M,357
Jaycee,F,356
Kaila,F,356
Kianna,F,356
Sydnee,F,356
Harold,M,356
Quintin,M,356
Charlie,F,355
Eileen,F,355
Gretchen,F,355
Frankie,M,354
Emery,F,352
Shakira,F,352
Eugene,M,352
Kole,M,352
Todd,M,352
Abigayle,F,351
Ashly,F,351
Lilyana,F,351
Duncan,M,351
Tyrell,M,350
Elsa,F,349
Zariah,F,349
Agustin,M,349
Jaquan,M,349
Katlyn,F,348
Rhianna,F,348
Rashad,M,348
Libby,F,347
Coleman,M,347
Gilbert,M,347
Nathalia,F,346
Nathaly,F,346
Shaylee,F,346
Jaylyn,F,345
Jarrett,M,345
Kamari,M,345
Nyasia,F,344
Jaelynn,F,343
Shayna,F,343
Brandy,F,342
Chelsey,F,342
Leticia,F,342
Madalynn,F,342
Mariela,F,342
Kamron,M,342
Nico,M,342
Meadow,F,341
Efrain,M,341
Kolby,M,341
Octavio,M,341
Blanca,F,340
Makena,F,340
Maribel,F,340
Noelia,F,340
Saige,F,340
Stephany,F,340
Xiomara,F,340
Belinda,F,339
Irvin,M,339
Lamar,M,339
Jaeden,M,338
Zion,F,337
Kasey,M,337
Zechariah,M,337
Rayna,F,336
Sariah,F,336
Lawson,M,336
Milo,M,336
Yandel,M,336
Lilianna,F,335
Phoenix,F,335
Trista,F,335
Tatyana,F,333
Bradyn,M,333
Aryana,F,332
Jaylee,F,332
Kendal,F,332
Jordy,M,332
