text,g,frequency
Journey,F,954
Dakota,M,953
Nyla,F,952
Julius,M,949
Tatum,F,948
August,M,945
Cali,F,944
Jazmine,F,943
Grady,M,943
Carmen,F,938
Gia,F,937
Cohen,M,937
Brock,M,936
Macy,F,933
Kellen,M,932
Anastasia,F,931
Elaina,F,930
Heidi,F,930
Ainsley,F,929
Baylee,F,929
Jane,F,927
Miley,F,927
Brycen,M,926
Ruth,F,925
Raelynn,F,924
Desmond,M,923
Alessandra,F,922
Adelaide,F,919
Kiara,F,919
Camryn,F,915
Hanna,F,914
Finley,F,911
Malik,M,911
Colby,M,907
Maddison,F,906
Nehemiah,M,905
Lia,F,904
Bethany,F,901
Malia,F,897
Leland,M,895
Karen,F,894
Marcos,M,892
Jayda,F,891
Jazmin,F,891
Kelly,F,891
Jett,M,891
Ty,M,887
Marshall,M,885
Karter,M,883
Taylor,M,883
Esmeralda,F,882
Kira,F,882
Phillip,M,881
Lena,F,876
Corey,M,874
Adan,M,868
Ali,M,868
Dillon,M,868
Kamryn,F,866
Arthur,M,865
Eloise,F,860
Kamila,F,860
Olive,F,859
Kara,F,857
Karina,F,857
Leon,M,857
Maverick,M,856
Rylie,F,853
Titus,M,849
Elisa,F,848
Brooks,M,848
Nayeli,F,847
Tiffany,F,847
Tristen,M,843
Macie,F,842
Dexter,M,841
Keith,M,839
Skyler,F,836
Emerson,M,836
Karson,M,835
Angelica,F,832
Addisyn,F,829
Annie,F,829
Landyn,M,828
Briella,F,825
Caitlyn,F,825
Pablo,M,825
Amiyah,F,824
Jayden,F,823
Charlee,F,822
Elle,F,822
Fernanda,F,822
Maliyah,F,822
Armando,M,821
Enrique,M,820
Knox,M,820
Crystal,F,816
Julie,F,816
Cade,M,816
Gerardo,M,816
Reed,M,816
Kellan,M,812
Imani,F,807
Jayson,M,807
Kendra,F,804
Barrett,M,804
Talia,F,802
Walter,M,800
Dustin,M,798
Angelique,F,797
Ronald,M,795
Kolton,M,792
Phoenix,M,792
Jazlyn,F,791
Lucille,F,788
Trent,M,788
Elsie,F,786
Alejandra,F,785
Emely,F,785
Guadalupe,F,785
Anya,F,783
April,F,782
Madelynn,F,777
Myla,F,776
Ismael,M,776
Scott,M,775
Breanna,F,774
Julissa,F,774
Julio,M,774
Scarlet,F,773
Danny,M,773
Helen,F,772
Rosalie,F,771
Kason,M,769
Brittany,F,767
Madisyn,F,767
Kyra,F,766
Brylee,F,765
Tate,M,765
Jay,M,764
Messiah,M,764
Jayleen,F,762
Gideon,M,761
Karla,F,760
Arielle,F,759
Arya,F,759
Miracle,F,759
Esteban,M,759
Trey,M,758
Kailey,F,757
Harley,F,756
Sarai,F,756
Abram,M,755
Kaelyn,F,753
Cynthia,F,748
Keaton,M,748
Kali,F,747
Aleah,F,746
Daphne,F,743
Cassandra,F,742
Marilyn,F,742
Caitlin,F,740
Holly,F,740
Jakob,M,739
Janelle,F,737
Katelynn,F,734
Devon,M,731
Jaime,M,731
Kaylie,F,730
Braydon,M,730
Itzel,F,729
Izaiah,M,727
Darius,M,725
Donald,M,724
Carolina,F,722
Michaela,F,722
Albert,M,722
Raul,M,721
Monica,F,720
Archer,M,720
Haven,F,718
River,M,718
Bristol,F,716
June,F,715
Colten,M,715
Damon,M,715
Philip,M,714
Jamie,F,713
Janiyah,F,713
Rebekah,F,712
Serena,F,712
Atticus,M,710
Camilla,F,707
Tiana,F,707
Gustavo,M,707
Walker,M,707
Lana,F,706
Matteo,M,706
Audrina,F,704
Nylah,F,702
Skye,F,702
Dayana,F,701
Savanna,F,699
Braelyn,F,698
Sasha,F,694
Randy,M,694
Raelyn,F,693
Madalyn,F,691
Perla,F,688
Saul,M,687
Rocco,M,685
Davis,M,684
Bridget,F,683
Rowan,F,683
Logan,F,682
Aniya,F,681
Mckinley,F,680
Enzo,M,680
Noel,M,680
Averie,F,678
Joselyn,F,678
Hayley,F,677
Jaylah,F,677
Aylin,F,675
Orion,M,675
Nia,F,674
Lilian,F,672
Jamari,M,672
Adelynn,F,670
Jaliyah,F,669
Remington,M,668
Bruce,M,667
Darren,M,666
Kassidy,F,665
Kaylin,F,665
Dennis,M,658
Russell,M,656
Kadence,F,655
Larry,M,655
Mathew,M,655
Celeste,F,654
Tony,M,652
Jaelyn,F,650
Anaya,F,647
Tatiana,F,647
Chris,M,647
Lilyana,F,646
Zariah,F,645
Porter,M,642
Jimena,F,641
Sloane,F,640
Cataleya,F,639
Catalina,F,639
Viviana,F,639
Johanna,F,638
Armani,M,638
Rodrigo,M,638
Zachariah,M,637
Courtney,F,636
Hugo,M,636
Zaiden,M,635
Ari,M,634
Kade,M,634
Melany,F,633
Solomon,M,633
Amari,F,632
Francesca,F,632
Ada,F,631
Anabelle,F,631
Kamden,M,630
Quentin,M,628
Priscilla,F,626
Danna,F,625
Mohamed,M,625
Alanna,F,624
Sage,F,624
Curtis,M,624
Kailyn,F,621
Lacey,F,621
Angie,F,620
Joy,F,619
Issac,M,618
Leonel,M,618
Lillie,F,617
Caylee,F,616
Jerry,M,615
Khalil,M,614
Brinley,F,613
Kenley,F,613
Vera,F,613
Bailee,F,610
Alberto,M,610
Amira,F,609
Erica,F,608
Gianni,M,607
Alec,M,606
Aspen,F,603
Skyla,F,603
Aileen,F,602
Gunnar,M,602
Moises,M,602
Annalise,F,601
Emmalyn,F,600
Gracelyn,F,599
Adriel,M,599
Lawrence,M,599
Danica,F,597
Kennedi,F,597
Alijah,M,597
Chandler,M,595
Dylan,F,593
Kiley,F,593
Prince,M,593
Ronan,M,593
Payton,M,592
Ricky,M,592
Gwendolyn,F,591
Lauryn,F,589
Jasmin,F,588
Arturo,M,588
Maximilian,M,588
Orlando,M,588
Cason,M,587
Jimmy,M,586
Mitchell,M,586
Justice,F,585
Aleena,F,584
Malcolm,M,584
Jonas,M,582
Muhammad,M,582
Tenley,F,581
Cyrus,M,581
Annabel,F,580
Gloria,F,580
Dahlia,F,579
Lexie,F,579
Jalen,M,579
Kasen,M,578
Marvin,M,578
Lindsey,F,577
Warren,M,577
Hallie,F,576
Sylvia,F,576
Mauricio,M,576
Rhys,M,576
Lorelei,F,572
Selah,F,572
Annika,F,571
Marlee,F,571
Aryanna,F,570
Elyse,F,570
Maeve,F,570
Dane,M,570
Kendrick,M,570
Pierce,M,570
Ryland,M,570
Kenya,F,568
Natasha,F,565
Johan,M,565
Adele,F,564
Rory,M,564
Kaliyah,F,561
Brenda,F,560
Uriel,M,559
Erika,F,556
Casey,M,556
Reece,M,556
Bryant,M,555
Major,M,555
Alyson,F,554
Braylee,F,551
Raven,F,551
Ariella,F,550
Emilee,F,550
Ibrahim,M,549
Nikolas,M,549
Sullivan,M,548
Finnegan,M,547
Liana,F,545
Blakely,F,544
Arjun,M,544
Jaycee,F,541
Sawyer,F,541
Royce,M,541
Anahi,F,540
Elsa,F,540
Jaelynn,F,540
Alfredo,M,540
Ahmed,M,539
Lance,M,538
Zara,F,536
Jamison,M,535
Cameron,F,534
Farrah,F,534
Amare,M,533
Brenden,M,533
Ramon,M,533
Dominik,M,532
Luciana,F,531
Evelynn,F,530
Brayan,M,530
Maurice,M,530
Eve,F,528
Helena,F,527
Kristopher,M,527
Mekhi,M,527
Madilynn,F,526
Case,M,526
Anne,F,525
Kobe,M,523
Kaia,F,521
Estrella,F,520
Whitney,F,520
Zackary,M,520
Leighton,F,519
Nataly,F,519
Rhett,M,519
Deandre,M,518
Jensen,M,518
Jaxton,M,517
Lainey,F,516
Zoie,F,516
Amara,F,514
Marie,F,514
Tobias,M,514
Anabella,F,513
Malaysia,F,513
Isaias,M,513
Samara,F,512
Phoenix,F,511
Channing,M,511
Amani,F,510
Justice,M,509
Talon,M,509
Dulce,F,508
Ezequiel,M,508
Yahir,M,508
Harlow,F,507
Regina,F,507
Virginia,F,507
Sam,M,507
Ember,F,506
Paola,F,506
Kash,M,506
Aisha,F,503
Alvin,M,502
Anika,F,501
Jaylee,F,501
Jacoby,M,501
Moshe,M,499
Nash,M,499
Nico,M,498
Ally,F,497
Kayden,F,497
Ace,M,497
Alani,F,496
Miah,F,496
Mikaela,F,495
Journee,F,494
Yareli,F,494
Quinton,M,494
Kiera,F,493
Nathalie,F,493
Cannon,M,492
Franklin,M,492
Beckham,M,491
Joe,M,491
Lawson,M,491
Gary,M,490
Raiden,M,489
Liberty,F,488
Raylan,M,487
Boston,M,486
Carl,M,486
Claudia,F,485
Jaylynn,F,485
Aldo,M,485
Frederick,M,485
London,M,485
Charley,F,484
Cecelia,F,483
Litzy,F,483
Aliya,F,482
Moses,M,481
Byron,M,480
Madyson,F,479
Terry,M,479
Rosemary,F,478
Ernesto,M,478
Eddie,M,477
Kane,M,477
Finley,M,476
Evie,F,475
Reese,M,475
Braelynn,F,474
Ciara,F,474
Kelvin,M,473
Myah,F,472
Clark,M,472
Salvador,M,472
Cullen,M,471
Lea,F,470
Lizbeth,F,470
Shayla,F,470
Madden,M,470
Wade,M,470
Jazlynn,F,468
Teresa,F,468
Jagger,M,468
Kieran,M,468
Giana,F,467
Isis,F,467
Ryan,F,467
Mohammed,M,467
Rosa,F,466
Desiree,F,464
Elisabeth,F,464
Gracelynn,F,464
Nelson,M,464
Dorian,M,463
Korbin,M,463
Nasir,M,462
Abbigail,F,461
Asa,M,461
Roy,M,461
Isabela,F,460
Nova,F,459
Mariam,F,458
Roger,M,458
Arely,F,457
Brenna,F,457
Emersyn,F,457
Matias,M,457
Dana,F,455
Kaylynn,F,455
Laylah,F,455
Raquel,F,455
Nickolas,M,455
Siena,F,454
Amelie,F,453
Clarissa,F,453
Laney,F,453
Alonzo,M,453
Jaxen,M,452
Skylar,M,452
Callen,M,451
Douglas,M,450
Malakai,M,450
Halle,F,449
Uriah,M,449
Lilianna,F,448
Linda,F,448
Lylah,F,448
Maleah,F,448
Jessie,F,447
Madalynn,F,446
Shiloh,F,446
Conor,M,446
Sherlyn,F,445
Greta,F,444
Ahmad,M,444
Bentlee,M,443
Carmelo,M,443
Kenia,F,442
Blaine,M,442
Braeden,M,442
Kayson,M,442
Kristian,M,442
Morgan,M,441
Marina,F,440
Julien,M,440
Bria,F,439
Sariah,F,438
Nathanael,M,438
Amiya,F,437
Melina,F,437
Mollie,F,437
Natalee,F,437
Nancy,F,436
Keagan,M,436
Felicity,F,435
Aarav,M,435
Lucian,M,435
Terrance,M,435
Irene,F,434
Zuri,F,434
Chad,M,434
Christine,F,433
Benson,M,433
Simone,F,432
Noe,M,431
Matilda,F,430
Amya,F,429
Francis,M,429
Rodney,M,429
Kristen,F,428
Layne,M,428
Kathleen,F,426
Colette,F,425
Mira,F,425
Paityn,F,425
Zayne,M,425
Alayah,F,424
Janessa,F,424
Janiya,F,424
Kallie,F,424
Brett,M,424
Mohammad,M,424
Meredith,F,423
Tatum,M,422
Wilson,M,422
Hailee,F,421
Dayton,M,421
Aiyana,F,420
Kian,M,420
Leia,F,419
Noemi,F,419
Tori,F,419
Marc,M,419
Aliana,F,418
Braiden,M,418
Nikolai,M,418
Rohan,M,417
Harper,M,416
Alissa,F,415
Ivanna,F,415
Joslyn,F,415
Mariyah,F,415
Maryam,F,415
Sandra,F,414
Luciano,M,414
Danika,F,412
Saniyah,F,412
Kassandra,F,411
Denise,F,410
Charleigh,F,409
Emelia,F,409
Jemma,F,409
River,F,409
Kamari,M,409
Amina,F,407
Jaylene,F,406
Karlee,F,406
Kristina,F,406
Armani,F,405
Chaya,F,405
Beatrice,F,404
Ansley,F,403
Ellis,M,403
Joey,M,403
Layton,M,403
Blake,F,402
Cara,F,402
Iliana,F,402
Camron,M,402
Santino,M,402
Addilyn,F,401
Kaitlynn,F,401
Elaine,F,400
Lailah,F,400
Mckayla,F,399
Briley,F,398
Hattie,F,398
Mercedes,F,398
Winston,M,398
Xzavier,M,398
Adelina,F,397
Lindsay,F,396
Lisa,F,395
Marisol,F,395
Demetrius,M,395
Patricia,F,394
Jefferson,M,393
Bryanna,F,392
Guillermo,M,392
Neil,M,391
Bowen,M,390
Willa,F,388
Daxton,M,388
Melvin,M,388
Soren,M,388
Adrienne,F,387
Taliyah,F,387
Jon,M,387
Raphael,M,387
Sylas,M,387
Maia,F,386
Quincy,M,386
Shaun,M,386
Tommy,M,385
Charli,F,384
Emmy,F,384
Kourtney,F,384
Leyla,F,384
Paislee,F,384
Paula,F,384
Brodie,M,384
Rex,M,384
Yusuf,M,384
Millie,F,383
Martha,F,382
Milan,F,382
Reyna,F,381
Harley,M,381
Ayleen,F,379
Clare,F,379
Kensley,F,379
Dax,M,379
Elianna,F,378
Emilie,F,378
Yasmin,F,378
Aryana,F,377
Trace,M,377
Adley,F,376
Amirah,F,376
Celia,F,376
Karsyn,F,376
Lorelai,F,376
Kailee,F,375
Bently,M,375
Lewis,M,375
Luka,M,375
Alena,F,374
Ellen,F,374
Livia,F,374
Adonis,M,374
Leanna,F,373
Rylan,F,373
Odin,M,373
Kiana,F,372
Giovani,M,372
Jeffery,M,372
Kylan,M,372
Kynlee,F,371
Mae,F,371
Renata,F,371
Galilea,F,370
Ayanna,F,369
Carla,F,369
Chanel,F,369
Kimora,F,369
Kendall,M,369
Willie,M,369
Pearl,F,368
Cindy,F,367
Lesly,F,367
Cory,M,367
Davion,M,367
Tripp,M,367
Jaylin,F,366
Vihaan,M,366
Carlee,F,365
Arian,M,365
Emery,M,365
Jamarion,M,365
Angeline,F,364
Edith,F,364
Frances,F,364
Jonathon,M,364
Nixon,M,364
Aubri,F,363
Alia,F,362
Jermaine,M,362
Rayan,M,362
Zechariah,M,361
Corinne,F,360
Jocelynn,F,359
Emmitt,M,359
Reginald,M,359
Carolyn,F,358
Cherish,F,358
Tomas,M,358
Wendy,F,357
Tabitha,F,356
Hamza,M,356
Micheal,M,356
Casey,F,355
Lillianna,F,355
Winter,F,355
Ayaan,M,355
Billy,M,355
Abril,F,354
Jolie,F,354
Lina,F,354
Yaritza,F,354
Zion,F,354
Urijah,M,354
Bryn,F,353
Lee,M,353
Crosby,M,352
Deacon,M,352
Jasiah,M,352
Landry,M,352
Mathias,M,352
Toby,M,352
Will,M,352
Jordynn,F,351
Aryan,M,351
Audriana,F,350
Malaya,F,350
Zariyah,F,350
Tristian,M,349
Jaida,F,348
Jayde,F,348
Salma,F,348
Eden,M,348
Felipe,M,348
Sterling,M,348
Terrell,M,348
Triston,M,348
Matthias,M,347
Aron,M,346
Gerald,M,346
Makai,M,346
Yosef,M,346
Diamond,F,345
Paloma,F,345
Hank,M,345
Jamal,M,345
Maxim,M,345
Kimber,F,344
Ryann,F,344
Niko,M,344
Branson,M,343
Abbie,F,342
Alessandro,M,342
Jaydon,M,342
Hayes,M,340
Allan,M,339
Augustus,M,339
Chaim,M,339
Flynn,M,339
Kody,M,339
Marlon,M,339
Mayson,M,339
Jessie,M,338
Neymar,M,338
Asia,F,337
Destinee,F,337
Aydan,M,337
Deborah,F,336
Demi,F,336
Kaleigh,F,336
Yamileth,F,336
Adrien,M,336
Jerome,M,336
Leonard,M,336
Sincere,M,336
Terrence,M,336
