text,g,frequency
Dominic,M,4852
Jared,M,4835
Kylie,F,4832
Sierra,F,4801
Kimberly,F,4789
Aaliyah,F,4778
Antonio,M,4724
Amber,F,4723
Jeremiah,M,4715
Gabrielle,F,4668
Caroline,F,4655
Xavier,M,4647
Jaden,M,4646
Miguel,M,4642
Vanessa,F,4452
Jesse,M,4429
Alexa,F,4401
Trinity,F,4383
Garrett,M,4356
Alejandro,M,4354
Mark,M,4221
Danielle,F,4204
Owen,M,4188
Jeremy,M,4164
Erin,F,4144
Hayden,M,4140
Autumn,F,4103
Bryce,M,4067
Diego,M,3977
Angelina,F,3976
Shelby,F,3960
Riley,M,3958
Victor,M,3932
Gabriella,F,3909
Riley,F,3905
Jada,F,3896
Jayden,M,3853
Lily,F,3834
Jake,M,3790
Melissa,F,3766
Jacqueline,F,3751
Ava,F,3749
Tristan,M,3723
Angela,F,3710
Kenneth,M,3663
Bailey,F,3661
Isabel,F,3650
Jade,F,3630
Leah,F,3600
Carson,M,3598
Courtney,F,3580
Ella,F,3559
Maya,F,3542
Marcus,M,3542
Leslie,F,3522
Jocelyn,F,3521
Ariana,F,3490
Dakota,M,3484
Melanie,F,3483
Carter,M,3480
Jorge,M,3456
Spencer,M,3448
Tanner,M,3446
Kaleb,M,3445
Claire,F,3404
Lillian,F,3396
Christina,F,3385
Liam,M,3381
Evelyn,F,3370
Stephen,M,3345
Henry,M,3327
Marissa,F,3318
Colin,M,3315
Audrey,F,3306
Catherine,F,3288
Dalton,M,3282
Briana,F,3261
Paul,M,3257
Edward,M,3239
Oscar,M,3233
Wyatt,M,3232
Katie,F,3223
Breanna,F,3197
Vincent,M,3186
Joel,M,3184
Alexandria,F,3145
Brendan,M,3141
Laura,F,3140
Molly,F,3119
Colby,M,3118
Kathryn,F,3104
Angel,F,3097
Parker,M,3097
Amy,F,3095
Grant,M,3076
Isabelle,F,3063
Sofia,F,3059
Colton,M,3047
Maxwell,M,3036
Shane,M,3029
Daniela,F,3026
George,M,3015
Jeffrey,M,2999
Arianna,F,2963
Eduardo,M,2957
Ashanti,F,2945
Gabriela,F,2915
Diana,F,2905
Kelsey,F,2881
Peter,M,2865
Kelly,F,2851
Madelyn,F,2851
Aiden,M,2832
Alicia,F,2816
Lindsey,F,2815
Ivan,M,2811
Nicolas,M,2809
Brayden,M,2808
Derek,M,2786
Gage,M,2746
Caitlin,F,2741
Francisco,M,2738
Mikayla,F,2736
Jillian,F,2734
Cassandra,F,2731
Landon,M,2723
Cheyenne,F,2708
Ricardo,M,2708
Travis,M,2700
Alexia,F,2691
Jalen,M,2686
Cristian,M,2685
Margaret,F,2674
Mariah,F,2670
Brady,M,2658
Collin,M,2655
Bradley,M,2644
Cassidy,F,2633
Alan,M,2622
Omar,M,2621
Shawn,M,2616
Caden,M,2601
Avery,F,2587
Lizbeth,F,2569
Josiah,M,2566
Ana,F,2533
Sabrina,F,2530
Preston,M,2515
Kennedy,F,2511
Lydia,F,2498
Erik,M,2460
Daisy,F,2456
Amelia,F,2440
Andres,M,2438
Javier,M,2434
Fernando,M,2423
Tiffany,F,2396
Devon,M,2394
Skylar,F,2390
Adriana,F,2383
Alexis,M,2379
Cesar,M,2365
Damian,M,2344
Mckenzie,F,2340
Manuel,M,2324
Max,M,2318
Jonah,M,2312
Levi,M,2309
Erica,F,2302
Braden,M,2291
Mya,F,2281
Gregory,M,2277
Angelica,F,2271
Miranda,F,2271
Caitlyn,F,2266
Johnathan,M,2262
Mario,M,2261
Sophie,F,2245
Nolan,M,2232
Micah,M,2223
Karen,F,2220
Kaden,M,2220
Summer,F,2213
Brooklyn,F,2206
Edgar,M,2195
Raymond,M,2175
Mitchell,M,2172
Clayton,M,2160
Gracie,F,2155
Edwin,M,2145
Crystal,F,2143
Trenton,M,2119
Corey,M,2105
Valerie,F,2104
Kiara,F,2103
Jordyn,F,2098
Ashlyn,F,2077
Heather,F,2066
Hope,F,2053
Erick,M,2052
Wesley,M,2050
Emmanuel,M,2031
Scott,M,2026
Marco,M,2025
Sergio,M,2020
Kylee,F,2009
Alondra,F,1996
Roberto,M,1993
Gianna,F,1984
Dustin,M,1982
Jamie,F,1967
Taylor,M,1964
Donovan,M,1963
Abby,F,1961
Martin,M,1959
Erika,F,1958
Karina,F,1958
Naomi,F,1956
Bianca,F,1954
Dawson,M,1953
Hector,M,1941
Brittany,F,1934
Cooper,M,1931
Juliana,F,1926
Conner,M,1926
Eli,M,1924
Veronica,F,1907
Natalia,F,1882
Brett,M,1867
Harrison,M,1866
Meghan,F,1861
Ashton,M,1853
Dillon,M,1847
Giovanni,M,1841
Karla,F,1839
Jakob,M,1836
Cynthia,F,1831
Mckenna,F,1795
Abraham,M,1795
Bethany,F,1792
Chelsea,F,1783
Monica,F,1778
Delaney,F,1765
Peyton,M,1764
Payton,F,1758
Jasmin,F,1757
Shannon,F,1757
Julianna,F,1748
Alec,M,1748
Andy,M,1716
Cade,M,1715
Kristen,F,1714
Kyla,F,1705
Peyton,F,1702
Nevaeh,F,1698
Andre,M,1698
Maggie,F,1697
Alejandra,F,1692
Malachi,M,1672
Hayley,F,1670
Kate,F,1668
Malik,M,1659
Damien,M,1652
Hanna,F,1651
Kendall,F,1642
Aubrey,F,1640
Valeria,F,1636
Makenzie,F,1624
Reagan,F,1622
Ellie,F,1619
Rylee,F,1616
Michaela,F,1614
Trey,M,1610
Ty,M,1608
Aliyah,F,1605
Charlotte,F,1602
Esmeralda,F,1598
Jaylen,M,1598
Carly,F,1590
Frank,M,1588
Diamond,F,1579
Ruby,F,1578
Drew,M,1575
Elias,M,1574
Jazmin,F,1573
Ruben,M,1571
Jayla,F,1570
Rebekah,F,1570
Josue,M,1566
Sadie,F,1560
Calvin,M,1560
Skyler,M,1558
Zane,M,1557
Dominick,M,1555
Pedro,M,1554
Brenda,F,1550
Phillip,M,1550
Desiree,F,1549
Ariel,F,1547
Ronald,M,1519
Nadia,F,1498
Giselle,F,1478
Griffin,M,1472
Bryson,M,1469
Julie,F,1468
Leonardo,M,1460
Kaitlin,F,1456
Addison,F,1455
Trent,M,1453
Rafael,M,1452
Chance,M,1448
Macy,F,1446
Adrianna,F,1444
Gerardo,M,1443
Derrick,M,1437
Johnny,M,1434
Darius,M,1422
Chandler,M,1417
Miles,M,1416
Raul,M,1406
Kara,F,1401
Casey,M,1398
Simon,M,1397
Claudia,F,1396
Armando,M,1393
Kobe,M,1392
Alana,F,1391
Kyra,F,1388
Avery,M,1387
Kendra,F,1385
Allen,M,1378
Genesis,F,1371
Jazmine,F,1364
Holly,F,1362
Nancy,F,1361
Alison,F,1360
Elena,F,1357
Allyson,F,1347
Britney,F,1345
Savanna,F,1345
Raven,F,1339
Elise,F,1335
Eva,F,1333
Joanna,F,1333
Marcos,M,1327
Jaden,F,1324
Keith,M,1324
Makenna,F,1323
Nina,F,1319
Serena,F,1305
Troy,M,1300
Enrique,M,1299
Israel,M,1297
Guadalupe,F,1296
Fatima,F,1288
Selena,F,1288
Donald,M,1288
Keegan,M,1284
Haylee,F,1281
Vivian,F,1275
Zackary,M,1275
Julio,M,1273
Payton,M,1273
Katelynn,F,1271
Camryn,F,1269
Cierra,F,1269
Dante,M,1267
Jaime,M,1262
Mallory,F,1259
April,F,1252
Lindsay,F,1241
Mariana,F,1241
Brenden,M,1240
Cameron,F,1236
Kameron,M,1233
Lance,M,1232
Alberto,M,1229
Cindy,F,1219
Liliana,F,1210
Lucy,F,1209
Kathleen,F,1208
Wendy,F,1208
Nayeli,F,1206
Philip,M,1200
Josephine,F,1198
Anastasia,F,1192
Asia,F,1190
Brock,M,1190
Camille,F,1187
Zoey,F,1182
Gustavo,M,1177
Cecilia,F,1170
Drake,M,1169
Jimmy,M,1169
Oliver,M,1165
Kassandra,F,1161
Jonathon,M,1161
Skyler,F,1160
Yesenia,F,1160
Kristina,F,1158
Danny,M,1157
Fabian,M,1150
Louis,M,1142
Sandra,F,1139
Ashleigh,F,1138
Heaven,F,1134
Kira,F,1126
Kirsten,F,1126
Brennan,M,1121
Mathew,M,1121
Cory,M,1118
Katrina,F,1114
Patricia,F,1113
Josie,F,1108
Kai,M,1107
Kyler,M,1106
Miriam,F,1100
Amaya,F,1099
Kailey,F,1092
Priscilla,F,1088
Tori,F,1085
Angelo,M,1085
Brody,M,1083
Dennis,M,1081
Tatiana,F,1078
Bridget,F,1075
Serenity,F,1073
Carolina,F,1072
Layla,F,1072
Jace,M,1070
Tony,M,1070
Madeleine,F,1069
Marc,M,1069
Mercedes,F,1068
Tessa,F,1062
Tara,F,1061
Melody,F,1045
Jayden,F,1044
Esther,F,1043
Gary,M,1043
Kiana,F,1042
Rachael,F,1041
Roman,M,1040
Camden,M,1039
Jerry,M,1038
Alissa,F,1034
Arturo,M,1032
Casey,F,1031
Saul,M,1028
Damon,M,1027
Christine,F,1026
Natasha,F,1025
Clara,F,1024
Curtis,M,1024
Carmen,F,1020
Corbin,M,1020
Randy,M,1017
Emanuel,M,1014
Lauryn,F,1013
Pablo,M,1011
Celeste,F,1010
Alaina,F,1002
Paola,F,1000
Tucker,M,999
Lorenzo,M,987
Albert,M,983
Lane,M,981
Bryanna,F,979
India,F,978
Theodore,M,975
Annie,F,974
Shayla,F,974
Brittney,F,972
Halle,F,971
Myles,M,970
Darren,M,969
Alexus,F,968
Imani,F,966
Eleanor,F,961
Nia,F,961
Alfredo,M,958
Denise,F,956
Heidi,F,954
Bryant,M,952
Douglas,M,952
Larry,M,952
Dakota,F,950
Kayleigh,F,945
Anne,F,940
Sidney,F,939
Marisa,F,933
Tyson,M,932
Grayson,M,929
Chad,M,928
Brenna,F,924
Rose,F,922
Logan,F,921
Jaxon,M,920
Annabelle,F,917
Joe,M,917
Quinn,M,914
Emilee,F,912
Maximus,M,912
Lilly,F,911
Axel,M,910
Ciara,F,904
Daniella,F,903
Melvin,M,903
Callie,F,902
Tristen,M,902
Ruth,F,900
Dana,F,892
Nickolas,M,891
Lukas,M,889
Kassidy,F,887
Helen,F,875
Rosa,F,872
Clarissa,F,870
Harley,F,870
Ali,M,869
Cristina,F,868
Ramon,M,868
Kamryn,F,867
Santiago,M,863
Ayden,M,861
Annika,F,858
Fiona,F,858
Deanna,F,854
Zachery,M,854
Ernesto,M,853
Ashlynn,F,851
Whitney,F,851
Bailey,M,851
Jadyn,F,848
Arthur,M,844
Yasmin,F,843
Ashlee,F,842
Jenny,F,840
Russell,M,838
Hallie,F,836
Braxton,M,836
Kristopher,M,836
Meredith,F,833
Jayson,M,833
Walter,M,833
Madalyn,F,832
Justice,M,831
Anahi,F,830
Eliza,F,830
Kristin,F,830
Lisa,F,830
Dominique,F,829
Zion,M,828
Elisabeth,F,824
Jay,M,823
Eden,F,822
Carolyn,F,821
Paulina,F,820
Esteban,M,817
Moises,M,817
Emilio,M,815
Talia,F,810
Sasha,F,809
Ismael,M,809
Leo,M,809
Dallas,M,804
Hailee,F,801
Virginia,F,801
Ricky,M,801
Tommy,M,801
Laila,F,800
Allie,F,799
Salvador,M,798
Julissa,F,797
Tamara,F,796
Marvin,M,796
Lawrence,M,793
Kaylie,F,791
Ezekiel,M,791
Micheal,M,791
Teresa,F,787
Camron,M,785
Tiana,F,784
Carl,M,784
Georgia,F,782
Ashton,F,781
Reece,M,780
Alayna,F,779
Gloria,F,777
Quentin,M,777
Mauricio,M,775
Abel,M,774
Iris,F,772
Linda,F,769
Marina,F,768
Angie,F,767
Mateo,M,765
Aniya,F,763
Carla,F,763
Gillian,F,761
Brayan,M,761
Jayda,F,754
Raquel,F,754
Tabitha,F,753
Tatum,F,752
Jaheim,M,752
Isiah,M,746
Emely,F,745
Eliana,F,744
Nikolas,M,744
Amir,M,743
Krystal,F,742
Braeden,M,741
Marisol,F,739
Genevieve,F,737
Regan,F,737
Jeffery,M,733
Kaitlynn,F,731
Kiley,F,730
Noelle,F,727
Brent,M,727
Jamal,M,726
Justice,F,725
Deandre,M,725
Lexi,F,722
Jon,M,722
Ivy,F,721
Baylee,F,717
Lesly,F,717
Kade,M,717
Marshall,M,717
Francesca,F,715
Branden,M,714
Rodney,M,714
Hugo,M,713
Dean,M,711
Alisha,F,710
Monique,F,709
Morgan,M,708
Orlando,M,708
America,F,704
Jaiden,M,704
Tania,F,702
Aniyah,F,700
Gina,F,700
Izabella,F,700
Perla,F,700
Cayden,M,699
Jarrett,M,699
Martha,F,697
Maurice,M,697
Jane,F,696
Katlyn,F,694
Renee,F,694
Carissa,F,691
Haleigh,F,691
Madisyn,F,691
Precious,F,689
Craig,M,688
Deja,F,686
Chris,M,686
Terry,M,686
Weston,M,685
Marie,F,684
Sage,F,683
Bella,F,682
Malia,F,682
Cheyanne,F,681
Eddie,M,680
Skylar,M,680
Alivia,F,677
Amari,F,676
Kolby,M,676
Roger,M,676
Jessie,F,675
Conor,M,675
Jaylin,M,675
Reese,M,675
Alina,F,670
Kaleigh,F,670
Keaton,M,670
Davis,M,666
Phoebe,F,665
Tia,F,665
Aurora,F,664
Jaqueline,F,664
Kody,M,664
Rodrigo,M,664
Trevon,M,663
Kyleigh,F,662
Felix,M,661
Leilani,F,660
Rylie,F,660
Itzel,F,659
Madyson,F,659
Kelvin,M,659
Zachariah,M,658
Alice,F,654
Jessie,M,652
Skye,F,648
Alyson,F,647
Viviana,F,647
Jaylon,M,646
Bobby,M,644
Piper,F,643
Brendon,M,643
Gisselle,F,638
Leila,F,638
Mckayla,F,638
Meagan,F,638
Nyla,F,637
Ainsley,F,636
Camila,F,635
Shaun,M,635
Fernanda,F,630
Janet,F,629
Javon,M,627
Julius,M,627
Ahmad,M,626
Guillermo,M,626
Emilie,F,624
Walker,M,622
Jacquelyn,F,621
Karissa,F,621
Yasmine,F,620
Quinton,M,620
Brooklynn,F,618
Aldo,M,618
Nelson,M,618
Zackery,M,618
Paris,F,617
Graham,M,617
Reese,F,614
Holden,M,614
Issac,M,614
Johanna,F,612
Johnathon,M,609
Cora,F,606
Taryn,F,605
Shania,F,604
Jadon,M,604
Lacey,F,602
Susan,F,602
Abbey,F,600
Nora,F,600
Charlie,M,599
Ayanna,F,596
Clay,M,596
Krista,F,595
Macie,F,594
Osvaldo,M,594
Joy,F,590
Ellen,F,589
Kaylin,F,587
Kiersten,F,586
Dorian,M,586
Rene,M,586
Cara,F,584
Janelle,F,584
Demetrius,M,584
Kiera,F,583
Liberty,F,583
Khalil,M,583
Reginald,M,583
Billy,M,582
Desmond,M,582
Malcolm,M,581
Frederick,M,580
Damion,M,579
Nasir,M,579
Quincy,M,579
Silas,M,579
Abbigail,F,578
Anya,F,578
Tamia,F,578
Blaine,M,576
Harley,M,576
Araceli,F,573
Carley,F,572
Davion,M,572
Destinee,F,571
Mikaela,F,571
Jonas,M,571
Elliot,M,570
Willie,M,569
Kasey,F,566
Alanna,F,565
Dulce,F,564
Kierra,F,564
Ezra,M,564
Roy,M,564
Declan,M,562
Terrance,M,561
Ryleigh,F,560
Brandy,F,559
Elisa,F,559
Sam,M,558
Angelique,F,557
Stella,F,556
Adan,M,556
Gerald,M,556
Bennett,M,555
Maddison,F,554
Litzy,F,551
Mayra,F,551
Reid,M,551
Jermaine,M,550
Kenny,M,550
Athena,F,548
Noel,M,548
Uriel,M,548
Willow,F,545
Felipe,M,544
Steve,M,544
Charity,F,543
Kaley,F,543
Tyrese,M,543
Jaiden,F,541
Anika,F,538
Lorena,F,538
Nathanael,M,538
Sharon,F,536
Larissa,F,535
Tate,M,535
Irene,F,534
Kailee,F,534
Dane,M,534
Kristian,M,533
Sylvia,F,532
Theresa,F,532
Tiara,F,532
Pamela,F,530
Sarai,F,528
Alvin,M,528
Emiliano,M,528
Madelynn,F,527
Miracle,F,527
Solomon,M,526
Ann,F,525
Janae,F,524
Raegan,F,524
Kendall,M,524
Lucia,F,523
Tyler,F,523
Tomas,M,523
Elaina,F,522
Bailee,F,521
Brandi,F,521
Jaclyn,F,521
Sonia,F,519
Ryan,F,518
Noe,M,517
Triston,M,516
Abbie,F,514
Aden,M,513
Maia,F,512
Rhiannon,F,511
Shakira,F,511
Jaelyn,F,510
Kelsie,F,510
Bruce,M,510
Marlene,F,509
Wilson,M,509
Cassie,F,508
Todd,M,508
Lena,F,507
Franklin,M,507
Moses,M,507
Alma,F,506
Marilyn,F,506
Cyrus,M,506
Aileen,F,505
Emilia,F,505
Joselyn,F,505
Amari,M,505
Simone,F,503
Terrell,M,503
Colleen,F,500
Rylan,M,500
Toby,M,500
Felicity,F,498
Kaya,F,498
Jimena,F,497
Landen,M,497
Kali,F,495
Allan,M,495
Kenya,F,494
Kaila,F,491
Melina,F,488
Barbara,F,487
Lexie,F,487
Darian,M,487
Rogelio,M,487
Hudson,M,483
Aspen,F,482
Cedric,M,481
Maximilian,M,481
Eve,F,478
Asher,M,478
Jasper,M,478
Jaquan,M,476
Deborah,F,474
Nataly,F,474
Byron,M,473
Hunter,F,472
Duncan,M,472
Jerome,M,472
Stanley,M,472
Tristin,M,472
Carlie,F,471
Lesley,F,471
Aimee,F,470
Isis,F,470
Leon,M,470
Kendrick,M,469
Maritza,F,468
Alfonso,M,468
Reed,M,468
Chasity,F,466
Madilyn,F,466
Dale,M,466
Joaquin,M,466
Daphne,F,465
Tanya,F,464
Francis,M,464
Dayton,M,463
Sawyer,M,463
Coby,M,462
Edith,F,459
Hailie,F,456
Marquis,M,456
Adrienne,F,455
Julianne,F,455
Macey,F,454
Kayden,M,454
Gwendolyn,F,453
Arielle,F,452
Justine,F,452
Beau,M,452
Mohamed,M,452
Rodolfo,M,452
Felicia,F,451
Ramiro,M,451
Tyrone,M,451
Shyanne,F,448
Ahmed,M,448
Joey,M,448
Deven,M,447
Johan,M,447
Marlon,M,447
Reyna,F,445
Ally,F,444
Haylie,F,444
Kaia,F,444
Brynn,F,443
Randall,M,443
Ariel,M,441
Devan,M,441
Judith,F,440
Zaria,F,440
Lilian,F,439
Braydon,M,439
Lee,M,439
Kailyn,F,438
Zoie,F,438
Pierce,M,438
Luz,F,437
Nathalie,F,437
Harry,M,437
Rohan,M,437
Trace,M,437
Juliette,F,435
Noemi,F,435
Tianna,F,434
Gilberto,M,434
Annette,F,433
Clare,F,433
Janiya,F,433
Alonzo,M,433
Helena,F,432
Kaylyn,F,430
Jaydon,M,430
Luca,M,430
Savanah,F,429
Juliet,F,428
Kaiden,M,428
Warren,M,427
Valentina,F,426
Jamie,M,425
Ross,M,424
Tobias,M,424
Chelsey,F,423
Esperanza,F,423
Thalia,F,423
Ximena,F,423
Jude,M,423
Mohammad,M,422
Mara,F,421
Tatyana,F,420
Zander,M,420
Hayden,F,418
Skyla,F,418
Violet,F,418
Omarion,M,418
Tyrell,M,418
Elle,F,417
Tess,F,417
Elliott,M,417
Rolando,M,417
Nyah,F,416
Wayne,M,416
Lila,F,414
Paula,F,414
Wade,M,414
Frances,F,413
Breana,F,412
Jolie,F,412
Easton,M,412
Hana,F,411
Jazlyn,F,411
Teagan,F,410
Lisbeth,F,409
Jayce,M,409
Cristal,F,408
Regina,F,408
Laney,F,407
Leonel,M,407
Ulises,M,407
Xander,M,407
Aisha,F,406
Mekhi,M,406
Jaida,F,405
Ben,M,405
Darrell,M,405
Eugene,M,405
Alisa,F,404
Marley,F,404
Amya,F,403
Will,M,403
Isabela,F,402
Lara,F,402
Rosemary,F,402
Haven,F,401
Addison,M,401
Ronnie,M,401
Isaias,M,400
Jordon,M,400
Antonia,F,399
Elaine,F,399
Coleman,M,399
Jarod,M,399
Kieran,M,399
Vicente,M,399
Karli,F,398
Gunnar,M,398
Keely,F,397
Micah,F,397
Nya,F,397
Ezequiel,M,397
Terrence,M,397
Deshawn,M,396
Leonard,M,396
Colten,M,395
Izaiah,M,394
Alessandra,F,393
Yadira,F,393
Rudy,M,393
Carlee,F,392
Leticia,F,391
Janessa,F,390
Toni,F,390
Kaelyn,F,389
Nichole,F,389
Celia,F,388
Kaiya,F,388
Lillie,F,388
Jamari,M,388
Romeo,M,388
Carina,F,386
Kenzie,F,386
Mollie,F,386
Stacy,F,386
Sydnee,F,386
Adolfo,M,386
Savion,M,386
Aracely,F,385
Cayla,F,385
Corinne,F,385
Halie,F,385
Sienna,F,385
Kolton,M,385
Mohammed,M,385
Karlee,F,383
Garret,M,383
Lea,F,382
Tyree,M,382
Neil,M,381
Eileen,F,380
Harmony,F,380
Tina,F,380
Sage,M,380
Anaya,F,379
Lana,F,379
Alvaro,M,378
Dominique,M,378
Mariam,F,377
Dominik,M,377
Koby,M,377
Stephany,F,376
Ray,M,376
Donna,F,375
Laurel,F,375
Jaxson,M,373
Amani,F,372
Tyra,F,372
Efrain,M,372
Ebony,F,371
Leanna,F,371
Mariela,F,371
Ansley,F,370
Jewel,F,370
Kelli,F,368
Ayana,F,367
Brennen,M,367
Orion,M,367
Montana,F,366
Taliyah,F,366
Lizeth,F,365
Melany,F,365
Monserrat,F,365
Tayler,F,365
Jaron,M,365
Maximiliano,M,365
Adeline,F,364
Giovanna,F,364
Jazmyn,F,364
Keenan,M,364
Harold,M,363
Brisa,F,362
Kathy,F,362
Kianna,F,362
Presley,F,362
Desirae,F,359
Estefania,F,359
Arely,F,358
Chaya,F,357
Sterling,M,357
Bria,F,356
Joyce,F,356
Karlie,F,356
Estrella,F,355
Kennedi,F,355
Delilah,F,354
Jenifer,F,354
Shayna,F,354
Everett,M,354
Aubree,F,352
Ernest,M,352
Gilbert,M,351
Maeve,F,350
Davon,M,350
Brielle,F,349
Lewis,M,349
Ciera,F,348
Tierra,F,348
Humberto,M,348
Annabella,F,347
Blanca,F,347
Lia,F,346
Penelope,F,346
Destiney,F,344
Yvette,F,344
Myah,F,342
Mike,M,342
Salvatore,M,342
Rashad,M,341
Ingrid,F,340
Shyann,F,340
Titus,M,340
Sheila,F,339
Agustin,M,339
Casandra,F,338
Donte,M,337
Damaris,F,336
Quinn,F,336
Elisha,M,336
Aleah,F,335
Katarina,F,335
Jett,M,335
Maci,F,334
Maribel,F,334
Yahir,M,334
Alena,F,333
Annalise,F,333
Margarita,F,333
Brice,M,333
Kayley,F,332
Shaniya,F,332
Darryl,M,332
Aria,F,331
Kasandra,F,331
Sydni,F,331
Dashawn,M,331
Julien,M,330
Karl,M,330
Candace,F,329
Lincoln,M,329
River,M,329
Cecelia,F,328
Lyric,F,328
Nikki,F,328
Aliya,F,327
Darien,M,327
Kole,M,327
Gia,F,326
Abigayle,F,325
Alize,F,325
Janice,F,325
Grady,M,325
Katelin,F,324
Marianna,F,323
Dwayne,M,323
Micaela,F,322
Iyana,F,321
Lola,F,321
Yazmin,F,321
Glenn,M,321
Phoenix,M,321
Carrie,F,320
Jamar,M,320
Greta,F,319
Nicolette,F,319
Susana,F,319
Amira,F,318
Frida,F,318
Salma,F,318
Cullen,M,318
Jameson,M,318
Kadin,M,318
Sandy,F,317
Arlene,F,316
Evelin,F,316
Alonso,M,316
Jairo,M,316
Kareem,M,316
Keon,M,316
Dayana,F,315
Parker,F,315
Antoine,M,315
Jair,M,315
Elyse,F,314
Hazel,F,314
Stacey,F,314
Elvis,M,314
Quintin,M,314
Lexus,F,313
Mattie,F,313
Liana,F,312
Ralph,M,312
Devin,F,311
Moshe,M,311
Christian,F,310
Davin,M,310
Devonte,M,310
Junior,M,310
Nathanial,M,307
Cristopher,M,306
Calista,F,305
Makena,F,305
Reilly,F,305
Gunner,M,305
Ignacio,M,305
Roderick,M,305
Kane,M,304
Kellie,F,303
Celine,F,302
Cruz,M,302
Freddy,M,302
Anissa,F,301
Kaliyah,F,301
Kayli,F,301
Shaylee,F,301
Aron,M,301
Keshawn,M,301
Destini,F,300
Kaylynn,F,300
Maura,F,300
Aiyana,F,299
Elissa,F,299
Kacie,F,299
Lilliana,F,299
Jamison,M,298
Amara,F,297
Ayla,F,297
Jaylin,F,297
Karly,F,297
Irvin,M,297
Justus,M,297
Dasia,F,296
Kendal,F,295
Judah,M,295
Talon,M,295
Catalina,F,294
Iliana,F,294
Joslyn,F,294
Shea,F,294
Carson,F,293
Taniya,F,293
Belen,F,292
Jacey,F,292
Shamar,M,292
Lizette,F,291
Rocio,F,291
Scarlett,F,290
Anton,M,290
Fabiola,F,288
Jagger,M,288
Nehemiah,M,288
Markus,M,287
Alysa,F,286
Jamya,F,286
Katharine,F,286
Kenna,F,286
Rayna,F,286
Kamron,M,286
Aryanna,F,285
Christy,F,285
Gretchen,F,285
Zechariah,M,285
Aliza,F,284
Annabel,F,284
Cali,F,284
Celina,F,284
Jaliyah,F,284
Raina,F,284
Alfred,M,284
Derick,M,284
Ibrahim,M,284
Muhammad,M,284
Ashly,F,283
Elsa,F,283
Ericka,F,283
Jalyn,F,283
Jaycee,F,283
Tracy,F,283
Garrison,M,283
Diane,F,282
Robyn,F,282
Marquise,M,282
Stefan,M,282
Emmalee,F,281
Kenia,F,281
Anderson,M,281
August,M,281
Devyn,M,281
Devon,F,280
Emerson,F,280
Miah,F,280
Nigel,M,280
Daquan,M,279
Rhett,M,279
Denisse,F,278
Jasmyn,F,278
London,F,278
Savana,F,278
Kurt,M,278
