text,g,frequency
Naomi,F,2910
Mark,M,2909
Rebecca,F,2907
Giovanni,M,2904
Collin,M,2874
Lydia,F,2870
Eduardo,M,2869
Grant,M,2863
Omar,M,2861
Emmanuel,M,2860
Gage,M,2851
Trevor,M,2823
Daniela,F,2796
Edward,M,2786
Bella,F,2783
Ricardo,M,2751
Keira,F,2734
Adriana,F,2725
Cristian,M,2701
Lilly,F,2685
Nicolas,M,2681
Katie,F,2664
Hayden,F,2661
Miley,F,2649
Jordan,F,2647
Jade,F,2644
Gabriela,F,2615
Kayden,M,2590
Jaxon,M,2553
Paul,M,2552
George,M,2551
Amy,F,2539
Angela,F,2536
Braden,M,2523
Elias,M,2522
Melissa,F,2515
Valerie,F,2504
Andres,M,2503
Giselle,F,2488
Derek,M,2485
Malachi,M,2449
Garrett,M,2447
Diana,F,2444
Amanda,F,2439
Tanner,M,2419
Kate,F,2418
Conner,M,2418
Laila,F,2410
Danielle,F,2394
Reagan,F,2384
Fernando,M,2381
Kylee,F,2380
Jordyn,F,2373
Javier,M,2366
Cesar,M,2362
Miles,M,2358
Marley,F,2354
Briana,F,2353
Leonardo,M,2344
Alexis,M,2340
Santiago,M,2338
Francisco,M,2337
Jaiden,M,2333
Leslie,F,2325
Cayden,M,2322
Catherine,F,2318
Kendall,F,2308
Shane,M,2304
Liliana,F,2294
Mckenzie,F,2283
Jacqueline,F,2263
Ashlyn,F,2260
Edwin,M,2259
Hudson,M,2247
Reese,F,2237
Bryson,M,2230
Travis,M,2226
Erick,M,2217
Jace,M,2190
Peter,M,2180
Hector,M,2176
Marissa,F,2172
Josue,M,2166
Mario,M,2161
London,F,2158
Jaylen,M,2151
Juliana,F,2150
Abraham,M,2146
Shelby,F,2144
Manuel,M,2142
Angel,F,2120
Grayson,M,2114
Damien,M,2109
Cheyenne,F,2104
Kaiden,M,2104
Stephen,M,2089
Spencer,M,2088
Daisy,F,2072
Erin,F,2064
Makenzie,F,2062
Edgar,M,2062
Wesley,M,2062
Shawn,M,2061
Miranda,F,2060
Amber,F,2059
Trenton,M,2049
Jared,M,2041
Alana,F,2032
Ellie,F,1995
Jeffrey,M,1995
Landen,M,1974
Breanna,F,1971
Johnathan,M,1957
Ana,F,1952
Bradley,M,1951
Summer,F,1948
Mikayla,F,1940
Braxton,M,1936
Camden,M,1933
Ryder,M,1932
Roman,M,1927
Piper,F,1911
Adrianna,F,1903
Jillian,F,1902
Asher,M,1902
Sierra,F,1900
Jayden,F,1888
Brendan,M,1887
Alicia,F,1861
Margaret,F,1860
Sienna,F,1858
Maddox,M,1856
Lila,F,1851
Sergio,M,1848
Alivia,F,1829
Israel,M,1827
Violet,F,1826
Brooklynn,F,1825
Stella,F,1822
Sabrina,F,1820
Aniyah,F,1819
Karen,F,1816
Lincoln,M,1816
Annabelle,F,1811
Andy,M,1810
Erik,M,1795
Alexandria,F,1790
Donovan,M,1783
Kathryn,F,1778
Raymond,M,1770
Aliyah,F,1751
Skylar,F,1747
Avery,M,1747
Rylan,M,1743
Delilah,F,1739
Dalton,M,1736
Harrison,M,1735
Julianna,F,1733
Kelsey,F,1715
Khloe,F,1709
Andre,M,1704
Martin,M,1697
Jude,M,1688
Carly,F,1683
Keegan,M,1682
Amaya,F,1678
Mariana,F,1678
Marco,M,1677
Christina,F,1674
Sawyer,M,1673
Eliana,F,1665
Alondra,F,1657
Tessa,F,1655
Bianca,F,1649
Clara,F,1646
Vivian,F,1639
Jazmin,F,1638
Dakota,M,1633
Josephine,F,1630
Calvin,M,1625
Leo,M,1625
Elena,F,1623
Delaney,F,1620
Scarlett,F,1620
Cadence,F,1610
Alexia,F,1608
Maggie,F,1606
Kai,M,1606
Zion,M,1598
Troy,M,1596
Laura,F,1588
Drake,M,1588
Roberto,M,1580
Clayton,M,1575
Zane,M,1572
Nora,F,1557
Gregory,M,1555
Ariel,F,1551
Elise,F,1549
Ezekiel,M,1544
Tucker,M,1543
Nadia,F,1540
Rafael,M,1539
Dominick,M,1538
Kingston,M,1532
Hope,F,1531
Mckenna,F,1522
Chelsea,F,1514
Lyla,F,1506
Devon,M,1505
Griffin,M,1504
Alaina,F,1503
Jasmin,F,1501
Leila,F,1498
Caitlyn,F,1490
Cassidy,F,1487
Eden,F,1481
Drew,M,1479
Lukas,M,1477
Johnny,M,1474
Makenna,F,1472
Haylee,F,1467
Callie,F,1466
Izabella,F,1465
Allie,F,1463
Caitlin,F,1457
Kendra,F,1448
Karina,F,1444
Kyra,F,1441
Ty,M,1433
Kayleigh,F,1432
Addyson,F,1429
Jazmine,F,1426
Kiara,F,1422
Karla,F,1420
Camryn,F,1415
Kyla,F,1410
Lola,F,1409
Alina,F,1407
Pedro,M,1406
Mateo,M,1403
Caiden,M,1402
Tyson,M,1400
Chance,M,1399
Kelly,F,1398
Fatima,F,1391
Aden,M,1389
Cash,M,1387
Braylon,M,1385
Tiffany,F,1374
Kira,F,1368
Crystal,F,1365
Taylor,M,1365
Ruben,M,1354
Mallory,F,1353
Maximus,M,1353
Marcos,M,1349
Emanuel,M,1345
Simon,M,1345
Eleanor,F,1342
Corbin,M,1341
Esmeralda,F,1339
Jayda,F,1337
Angelica,F,1336
Kara,F,1335
Abby,F,1330
Alejandra,F,1329
Veronica,F,1326
Brennan,M,1315
Carmen,F,1310
Dillon,M,1308
Skyler,M,1307
Jamie,F,1306
Myles,M,1306
Jaxson,M,1304
Xander,M,1295
Valentina,F,1291
Dawson,M,1290
Ryleigh,F,1287
Kameron,M,1286
Dakota,F,1284
Allyson,F,1275
Esther,F,1273
Kamryn,F,1270
Kyler,M,1268
Courtney,F,1262
Cecilia,F,1258
Axel,M,1255
Colby,M,1255
Jonas,M,1253
Madeleine,F,1251
Aniya,F,1248
Alison,F,1247
Heaven,F,1244
Joaquin,M,1244
Payton,M,1238
Leilani,F,1229
Brock,M,1227
Frank,M,1227
Aubree,F,1226
Nina,F,1226
Lindsey,F,1225
Enrique,M,1219
Melody,F,1216
Quinn,M,1216
Malik,M,1215
Macy,F,1214
Emilio,M,1208
Ashlynn,F,1203
Angelo,M,1199
Julio,M,1199
Grady,M,1196
Joanna,F,1193
Derrick,M,1193
Cassandra,F,1184
Corey,M,1183
Raul,M,1179
Alayna,F,1177
Fabian,M,1177
Gerardo,M,1174
Aurora,F,1171
Kaydence,F,1170
Madilyn,F,1168
Heidi,F,1167
Emerson,F,1162
Ezra,M,1157
Kimora,F,1145
Dante,M,1145
Madalyn,F,1143
Theodore,M,1138
Allen,M,1137
Armando,M,1137
Katelynn,F,1136
Josie,F,1133
Erica,F,1131
Harper,F,1128
Amir,M,1125
Guadalupe,F,1124
Ivy,F,1121
Lexi,F,1121
Gael,M,1119
Zander,M,1117
Adan,M,1111
Camille,F,1107
Easton,M,1105
Randy,M,1101
Savanna,F,1100
Dustin,M,1099
Luca,M,1098
Julius,M,1097
Phillip,M,1097
Lucia,F,1096
Daniella,F,1095
Dulce,F,1095
Miriam,F,1092
Emely,F,1091
Charlie,M,1089
Kiley,F,1088
Ronald,M,1088
Joselyn,F,1085
Kailey,F,1083
Jakob,M,1083
Rihanna,F,1074
Cade,M,1074
Cynthia,F,1072
Georgia,F,1072
Silas,M,1072
Harmony,F,1070
Brett,M,1070
Kiera,F,1069
Trent,M,1069
Kyleigh,F,1064
Trey,M,1064
Bethany,F,1063
Rylie,F,1063
Keith,M,1060
Emiliano,M,1059
Monica,F,1058
Kaylie,F,1054
Jalen,M,1054
Cameron,F,1051
Lane,M,1050
Darius,M,1049
Jerry,M,1045
Teagan,F,1043
Genevieve,F,1041
Jaime,M,1040
Brynn,F,1039
Cora,F,1039
Ciara,F,1038
Scott,M,1033
Graham,M,1031
Eliza,F,1028
Weston,M,1027
Alice,F,1024
Tatiana,F,1024
April,F,1019
Maddison,F,1018
Braydon,M,1018
Anderson,M,1017
Erika,F,1016
Rodrigo,M,1014
Jaelyn,F,1013
Ximena,F,1011
Pablo,M,1006
Marely,F,1004
Elliot,M,1003
Saul,M,998
Danny,M,995
Julie,F,993
Brayan,M,992
Dallas,M,991
Danica,F,990
Donald,M,990
Presley,F,987
Lorenzo,M,986
Brielle,F,983
Mitchell,M,978
Julissa,F,977
Angie,F,975
Casey,M,975
Tristen,M,973
Iris,F,971
Gustavo,M,971
Rowan,M,971
Alberto,M,969
Rose,F,968
Brenda,F,967
Malia,F,967
Hazel,F,966
Shayla,F,963
Fiona,F,961
Phoebe,F,959
Jayson,M,959
Aaden,M,956
Selena,F,955
Paola,F,954
Amari,M,951
Dean,M,951
Kaelyn,F,947
Nayeli,F,947
Braeden,M,947
Declan,M,942
Rebekah,F,941
Chris,M,939
Ismael,M,935
Audrina,F,931
Janiyah,F,928
Carolina,F,925
Ruth,F,924
Michaela,F,921
Penelope,F,919
Dane,M,917
Sasha,F,915
Janiya,F,914
Anastasia,F,911
Adeline,F,910
Holly,F,906
Louis,M,906
Arturo,M,899
Brenden,M,897
Denise,F,895
Hanna,F,892
Felix,M,890
Marlee,F,889
Madisyn,F,885
Tatum,F,885
Helen,F,884
Anya,F,883
Nataly,F,883
Janelle,F,882
Serena,F,882
Tony,M,882
Lizbeth,F,881
Jimmy,M,881
Cohen,M,879
Holden,M,876
Jaslene,F,872
Nehemiah,M,870
Kaylin,F,869
Zackary,M,866
Reid,M,865
Abel,M,864
Bennett,M,863
Arthur,M,862
Jazlyn,F,859
Nancy,F,856
Esteban,M,853
Hayley,F,850
Desiree,F,849
Finn,M,848
Ricky,M,848
Lindsay,F,847
Itzel,F,846
Cruz,M,843
Imani,F,840
Asia,F,837
Talia,F,833
Dennis,M,832
Keaton,M,832
Madelynn,F,830
Amari,F,829
Mauricio,M,829
Mathew,M,828
Jane,F,826
Kadence,F,825
Madyson,F,825
Marvin,M,825
Kayden,F,823
Moises,M,823
Annie,F,822
Albert,M,822
Larry,M,822
Bridget,F,820
Issac,M,817
Raegan,F,814
Philip,M,814
Jadyn,F,811
Jameson,M,810
Quentin,M,810
Yasmin,F,807
Curtis,M,807
Celeste,F,806
Luna,F,806
Greyson,M,806
Annika,F,804
Emilia,F,803
Jimena,F,803
Everett,M,803
Jayce,M,800
Estrella,F,799
Darren,M,798
Sarai,F,797
Ayla,F,796
Elliott,M,795
Lacey,F,794
Willow,F,791
Uriel,M,788
Alessandra,F,784
Alfredo,M,784
Nyla,F,783
Lilliana,F,780
Hugo,M,778
Dayana,F,777
Harley,F,777
Natasha,F,776
Priscilla,F,775
Brittany,F,773
Lilah,F,773
Alec,M,773
Jamari,M,772
Marshall,M,772
Claudia,F,771
Baylee,F,770
Judah,M,770
Hadley,F,769
Allisson,F,767
Fernanda,F,767
Brenna,F,765
Skyler,F,764
Walter,M,764
Danna,F,758
Jay,M,758
Lance,M,750
Beau,M,747
Melany,F,744
Ali,M,741
Gloria,F,740
Lia,F,740
Phoenix,M,740
Cali,F,738
Landyn,M,738
Macie,F,737
Nickolas,M,737
Lyric,F,736
Yahir,M,735
Logan,F,734
Maurice,M,733
Cindy,F,730
Mylee,F,730
Kobe,M,730
Amira,F,729
Lana,F,729
Alissa,F,728
Lilian,F,728
Bryant,M,728
Anahi,F,727
Anaya,F,727
Lena,F,726
Reed,M,726
Colten,M,724
Davis,M,724
Leland,M,724
Russell,M,724
Noelle,F,723
Joe,M,722
Sandra,F,720
Desmond,M,720
Ernesto,M,720
Ainsley,F,719
Kade,M,718
Reece,M,716
Marisol,F,713
Morgan,M,713
Ramon,M,713
Meredith,F,709
Rocco,M,707
Diamond,F,705
Kailyn,F,703
Kathleen,F,703
Ryker,M,703
Johanna,F,700
Paisley,F,700
Lesly,F,699
Evangeline,F,698
Juliet,F,697
Orlando,M,697
Rosa,F,695
Paxton,M,695
Meghan,F,694
Athena,F,692
Brodie,M,692
Hailee,F,691
Sage,F,690
Jacoby,M,690
Emilee,F,689
Solomon,M,689
Wendy,F,688
Douglas,M,687
Elaina,F,684
Paris,F,684
Alanna,F,682
Nia,F,681
Cara,F,680
Dana,F,680
Emery,F,679
Gary,M,679
Kristopher,M,678
Izaiah,M,677
Lawrence,M,676
Casey,F,675
Jaden,F,675
Justice,M,675
Kiana,F,674
Miracle,F,674
Nikolas,M,674
Kaitlin,F,673
Rowan,F,673
Mekhi,M,673
Aubrie,F,672
Tate,M,672
Shaun,M,669
Kenzie,F,668
Jaydon,M,668
Lauryn,F,665
Norah,F,665
Perla,F,662
Viviana,F,662
Amiyah,F,659
Salvador,M,659
Rachael,F,658
Shannon,F,657
Alyson,F,654
Kane,M,654
Eddie,M,653
Lillie,F,652
Alvin,M,652
Heather,F,651
Davion,M,649
Aileen,F,648
Danika,F,647
Francesca,F,646
Zachariah,M,645
Tori,F,644
Kassidy,F,643
Kristen,F,643
Elle,F,641
Dorian,M,641
Amya,F,640
Taryn,F,640
Cheyanne,F,639
Kristina,F,636
Titus,M,636
Anne,F,634
Isiah,M,634
Milo,M,632
Haylie,F,629
Patricia,F,629
Samara,F,628
Kellen,M,628
Nasir,M,628
Camron,M,626
Jasper,M,626
Javon,M,626
Skye,F,623
Halle,F,619
Lexie,F,619
Kali,F,618
Parker,F,617
Byron,M,617
Johan,M,616
America,F,614
Jonathon,M,613
Chad,M,612
Linda,F,611
Londyn,F,610
River,M,610
Marc,M,609
Abbigail,F,608
Hallie,F,608
Chandler,M,607
Cory,M,605
Kelvin,M,605
Deandre,M,604
Sam,M,604
Saniya,F,601
Bryanna,F,599
Quinn,F,599
Bailee,F,598
Caylee,F,598
Jaida,F,598
Mckayla,F,598
Melina,F,597
Reese,M,597
Jaylynn,F,596
Quinton,M,596
Roger,M,596
Romeo,M,594
Talon,M,593
Maximilian,M,592
Jaelynn,F,591
Noel,M,591
Jaiden,F,590
Franklin,M,588
Alijah,M,586
Jadon,M,586
Melvin,M,586
Abril,F,585
Gunner,M,585
Damon,M,584
Emerson,M,584
Micheal,M,584
Elisabeth,F,583
Sidney,F,583
Guillermo,M,583
August,M,582
Dylan,F,581
Brylee,F,580
Kassandra,F,579
Kaylynn,F,579
Mercedes,F,579
Yesenia,F,579
Bruce,M,579
Kolton,M,579
Terry,M,579
Elliana,F,578
Adalyn,F,577
Marina,F,577
Mikaela,F,577
Beckett,M,577
Isabela,F,575
Ryan,F,574
Porter,M,574
Joy,F,572
Leonel,M,572
Daphne,F,571
Justice,F,570
Kenya,F,570
Brycen,M,570
Jamarion,M,570
Ashlee,F,569
Christine,F,568
Dayton,M,568
Kaitlynn,F,565
Marie,F,565
Karson,M,565
Zayden,M,565
Ingrid,F,564
Keagan,M,564
Jaliyah,F,563
Natalee,F,563
Saniyah,F,563
Tamia,F,562
Moses,M,562
Simone,F,561
Adelaide,F,558
Juliette,F,557
Carl,M,557
Khalil,M,556
Krystal,F,555
Braiden,M,555
Addisyn,F,554
Sylvia,F,554
Dayanara,F,553
Kennedi,F,553
Mila,F,553
Cristopher,M,553
Roy,M,551
Walker,M,551
Nelson,M,550
Virginia,F,549
Aylin,F,548
Jaidyn,F,548
Isaias,M,548
Jolie,F,546
Kinsley,F,546
Jermaine,M,546
Kristian,M,546
Leon,M,546
Triston,M,546
Clarissa,F,545
Maritza,F,545
Rodney,M,545
Kale,M,544
Braelyn,F,543
Laney,F,543
Marilyn,F,543
Kirsten,F,542
Whitney,F,541
Aria,F,540
Cyrus,M,539
Kamila,F,537
Raquel,F,537
Pierce,M,537
Janessa,F,536
Zariah,F,536
Anika,F,535
Mohamed,M,535
Ronan,M,535
Kaleigh,F,534
Teresa,F,534
Amara,F,533
Jeffery,M,533
Maverick,M,533
Trace,M,533
Rubi,F,531
Nathanael,M,531
Ayanna,F,530
Paulina,F,530
Warren,M,530
Amani,F,529
Carla,F,529
Tabitha,F,529
Quincy,M,529
Skylar,M,529
Nathalie,F,528
Conor,M,528
Adelyn,F,527
Annabella,F,527
Madalynn,F,527
Yareli,F,527
Gwendolyn,F,526
Deanna,F,525
Tommy,M,525
Aiyana,F,524
Jaylin,F,524
Jaylin,M,524
Journey,F,523
Noe,M,523
Demetrius,M,522
Ada,F,521
Skyla,F,521
Ezequiel,M,520
Frederick,M,519
Kendrick,M,519
Yaretzi,F,518
Maximiliano,M,514
Liana,F,513
Bobby,M,512
Jenny,F,511
Myla,F,511
Karlee,F,510
Jon,M,510
Terrance,M,510
Jamison,M,508
Lisa,F,507
Tobias,M,507
Myah,F,506
Cristina,F,505
Isis,F,504
Tania,F,504
Lucille,F,503
Rohan,M,503
Kieran,M,502
Helena,F,501
Jordin,F,499
Raven,F,499
Colt,M,499
Gideon,M,499
Jett,M,499
Arely,F,498
Jayleen,F,498
Azul,F,497
Destinee,F,496
Jaqueline,F,496
Aryanna,F,495
Liberty,F,495
Martha,F,495
Ari,M,495
Orion,M,494
Aleah,F,493
Arielle,F,493
Isla,F,493
Jessie,F,493
Zoie,F,493
Elisa,F,492
Haven,F,492
Felipe,M,492
Kenny,M,492
Wilson,M,492
Lilyana,F,491
Marlene,F,491
Kailee,F,489
Kaliyah,F,489
Noemi,F,489
Tara,F,489
Jessie,M,488
Carley,F,487
Kamari,M,487
Camilla,F,486
Maeve,F,486
Gunnar,M,486
Giana,F,485
Maia,F,485
Irene,F,482
Jaylene,F,482
Alonzo,M,482
Gianni,M,482
Malcolm,M,482
Maliyah,F,481
Tiana,F,481
Terrell,M,480
Waylon,M,480
Kaya,F,479
Sharon,F,479
Emmett,M,479
Lea,F,478
Macey,F,478
Marisa,F,478
Julien,M,478
London,M,478
Omari,M,478
Abram,M,477
Allan,M,477
Alisha,F,476
Jaycee,F,476
Siena,F,475
Tomas,M,475
Scarlet,F,474
Shiloh,F,474
Adyson,F,473
Matteo,M,473
Tristin,M,473
Jairo,M,472
Reginald,M,471
Eve,F,469
Shyanne,F,469
Brent,M,468
Arabella,F,467
Yazmin,F,467
Amiya,F,465
Ahmad,M,465
Gisselle,F,464
Shania,F,464
Sherlyn,F,464
Rene,M,464
Trevon,M,464
Kiersten,F,463
Sariah,F,463
Aleena,F,462
Finley,F,462
Kinley,F,462
Kaia,F,461
Boston,M,461
Yandel,M,461
Aliya,F,460
Madilynn,F,460
Billy,M,458
Ellen,F,457
Taliyah,F,457
Willie,M,457
Jamal,M,456
Pamela,F,455
Marlon,M,455
Carlie,F,454
Yoselin,F,454
Ariel,M,454
Aydan,M,454
Clare,F,453
Monserrat,F,452
Aldo,M,452
Jakayla,F,451
Rogelio,M,450
Braylen,M,449
Cason,M,449
Carolyn,F,448
Paula,F,448
Reyna,F,448
Javion,M,448
Yaritza,F,447
Lorelei,F,446
Joey,M,445
Dominik,M,444
Marquis,M,444
Alena,F,443
Zaria,F,443
Ahmed,M,443
Emilie,F,442
Gracelyn,F,442
Regina,F,442
Brendon,M,442
Angelique,F,441
Britney,F,441
Mariam,F,441
Regan,F,441
Armani,M,441
Kody,M,441
Toby,M,440
Kasey,F,439
Julianne,F,437
Jaylee,F,436
Annalise,F,435
Ulises,M,435
Greta,F,434
Zion,F,434
Lainey,F,433
Elyse,F,432
Felicity,F,432
Will,M,432
Alfonso,M,430
Branden,M,430
Carlee,F,429
Kallie,F,429
Adriel,M,429
Aspen,F,428
Ibrahim,M,428
Iliana,F,427
Craig,M,427
Aron,M,426
Wade,M,426
Catalina,F,425
Phoenix,F,424
Akira,F,423
Sonia,F,423
Davin,M,423
Osvaldo,M,423
Larissa,F,422
Susan,F,422
Steve,M,422
Anabelle,F,420
Deshawn,M,420
Harley,M,420
Joslyn,F,419
Mollie,F,419
Brooks,M,419
Terrence,M,419
Katrina,F,418
Damion,M,418
Jefferson,M,418
Gia,F,417
Jaylon,M,417
Kason,M,417
Judith,F,416
Alexus,F,415
Destiney,F,415
Janet,F,415
Gerald,M,415
Rolando,M,415
Ansley,F,414
Haleigh,F,413
Darian,M,413
Elsa,F,412
Hillary,F,412
Enzo,M,412
Kian,M,412
Mareli,F,411
Kaylyn,F,410
Ryland,M,410
Jazlynn,F,409
Lorena,F,409
Maci,F,409
Carissa,F,408
Milagros,F,408
Stacy,F,408
Barrett,M,408
Jaeden,M,408
Kaylen,F,407
Leanna,F,407
Shaniya,F,407
Bradyn,M,407
Cherish,F,406
Luz,F,406
Giovani,M,405
Renee,F,404
Ben,M,404
Blaine,M,404
Charlie,F,403
Chaya,F,403
Elsie,F,403
Jazmyn,F,403
Muhammad,M,403
Abbie,F,401
Ronnie,M,401
Jerome,M,400
Kolby,M,400
Cailyn,F,399
Emmalee,F,399
Luciana,F,399
Leonard,M,399
Madden,M,399
Elaine,F,398
Dahlia,F,397
Jamya,F,396
Alessandro,M,396
Raphael,M,396
Mariyah,F,395
Rosemary,F,395
Cale,M,395
Zachery,M,395
Belinda,F,394
Yadira,F,394
Layne,M,394
Malakai,M,394
Rhianna,F,393
Vicente,M,393
Dayami,F,392
Aydin,M,392
Elisha,M,392
Barbara,F,391
Celia,F,390
Rayna,F,390
Gavyn,M,390
Aryana,F,389
Armani,F,388
Cristal,F,388
Darrell,M,388
Moshe,M,388
Xzavier,M,388
Campbell,F,387
Cecelia,F,387
Rudy,M,387
Eileen,F,386
Amina,F,385
Cannon,M,385
Asa,M,384
Aisha,F,383
Patience,F,383
Sanaa,F,383
Kendall,M,383
Lewis,M,383
Zackery,M,383
Ally,F,382
Leyla,F,382
Mayra,F,382
Amirah,F,381
Araceli,F,381
Junior,M,381
Alvaro,M,380
Deacon,M,380
Giancarlo,M,380
Amelie,F,379
Kaiya,F,379
Selah,F,379
Harry,M,379
Jase,M,379
Rashad,M,379
Valentin,M,379
Averie,F,378
Keyla,F,378
Chanel,F,377
Giovanna,F,377
Paloma,F,377
Finnegan,M,377
Dominique,F,376
Miah,F,376
Zara,F,376
Aimee,F,375
Brennen,M,375
Alisson,F,374
Precious,F,374
Cedric,M,374
Adrienne,F,373
Mohammed,M,373
Angeline,F,372
Kelsie,F,372
Johnathon,M,371
Santino,M,371
Tyrone,M,371
Ray,M,370
Alma,F,369
Cierra,F,369
Ramiro,M,369
Stanley,M,369
Brisa,F,368
Charity,F,368
Frances,F,368
Janae,F,368
Chace,M,367
Francis,M,367
Zechariah,M,367
Janiah,F,366
Teagan,M,366
Isabell,F,365
Nico,M,365
Shyla,F,364
Jamie,M,364
Alonso,M,363
Kamden,M,363
Kole,M,363
Kaeden,M,362
Karter,M,362
Annabel,F,361
Jacquelyn,F,361
Gilberto,M,361
Jaylah,F,360
Karissa,F,360
Marianna,F,360
Kierra,F,359
Alexzander,M,359
Camren,M,359
Draven,M,359
Lee,M,359
Luciano,M,359
Karlie,F,358
Olive,F,358
Nash,M,358
Edith,F,357
Rhys,M,357
Jaylyn,F,356
Xiomara,F,356
Amare,M,356
Misael,M,356
Deborah,F,355
Jacey,F,355
Aryan,M,355
Rodolfo,M,355
Damaris,F,354
Mara,F,354
Giovanny,M,354
India,F,353
Markus,M,353
Rhett,M,353
Kendal,F,352
