id,State,Gender,Year,Name,Count
1,AL,F,1991,Ashley,775
1,AL,F,1991,Jessica,698
1,AL,F,1991,Brittany,585
1,AL,F,1991,Kayla,524
1,AL,F,1991,Jasmine,370
1,AL,F,1991,Amber,358
1,AL,F,1991,Amanda,336
1,AL,F,1991,Lauren,326
1,AL,F,1991,Emily,318
1,AL,F,1991,Tiffany,306
1,AL,F,1991,Courtney,304
1,AL,F,1991,Sarah,287
1,AL,F,1991,Elizabeth,284
1,AL,F,1991,Mary,266
1,AL,F,1991,Megan,264
1,AL,F,1991,Heather,241
1,AL,F,1991,Hannah,240
1,AL,F,1991,Rachel,229
1,AL,F,1991,Jennifer,227
1,AL,F,1991,Samantha,227
1,AL,F,1991,Stephanie,227
2,AK,F,1991,Jessica,106
2,AK,F,1991,Ashley,102
2,AK,F,1991,Amanda,85
2,AK,F,1991,Sarah,78
2,AK,F,1991,Samantha,71
2,AK,F,1991,Brittany,55
2,AK,F,1991,Stephanie,53
2,AK,F,1991,Elizabeth,52
2,AK,F,1991,Jennifer,50
2,AK,F,1991,Kayla,48
2,AK,F,1991,Chelsea,47
2,AK,F,1991,Shelby,46
2,AK,F,1991,Kelsey,45
2,AK,F,1991,Megan,44
2,AK,F,1991,Danielle,43
2,AK,F,1991,Emily,40
2,AK,F,1991,Rachel,40
2,AK,F,1991,Katherine,39
2,AK,F,1991,Amber,37
2,AK,F,1991,Rebecca,37
2,AK,F,1991,Melissa,36
4,AZ,F,1991,Ashley,665
4,AZ,F,1991,Jessica,664
4,AZ,F,1991,Amanda,441
4,AZ,F,1991,Samantha,419
4,AZ,F,1991,Sarah,391
4,AZ,F,1991,Stephanie,390
4,AZ,F,1991,Brittany,379
4,AZ,F,1991,Elizabeth,290
4,AZ,F,1991,Jennifer,281
4,AZ,F,1991,Megan,272
4,AZ,F,1991,Nicole,272
4,AZ,F,1991,Amber,257
4,AZ,F,1991,Melissa,256
4,AZ,F,1991,Danielle,248
4,AZ,F,1991,Kayla,231
4,AZ,F,1991,Alyssa,230
4,AZ,F,1991,Lauren,222
4,AZ,F,1991,Rebecca,206
4,AZ,F,1991,Michelle,200
4,AZ,F,1991,Rachel,199
4,AZ,F,1991,Chelsea,192
5,AR,F,1991,Ashley,426
5,AR,F,1991,Jessica,400
5,AR,F,1991,Brittany,327
5,AR,F,1991,Sarah,219
5,AR,F,1991,Kayla,203
5,AR,F,1991,Amanda,200
5,AR,F,1991,Lauren,194
5,AR,F,1991,Amber,189
5,AR,F,1991,Samantha,173
5,AR,F,1991,Megan,170
5,AR,F,1991,Emily,165
5,AR,F,1991,Tiffany,164
5,AR,F,1991,Courtney,163
5,AR,F,1991,Elizabeth,161
5,AR,F,1991,Heather,159
5,AR,F,1991,Jennifer,149
5,AR,F,1991,Stephanie,144
5,AR,F,1991,Shelby,137
5,AR,F,1991,Rachel,134
5,AR,F,1991,Hannah,133
5,AR,F,1991,Whitney,127
6,CA,F,1991,Jessica,6950
6,CA,F,1991,Ashley,4236
6,CA,F,1991,Stephanie,4004
6,CA,F,1991,Jennifer,3577
6,CA,F,1991,Amanda,3229
6,CA,F,1991,Elizabeth,3123
6,CA,F,1991,Samantha,2757
6,CA,F,1991,Sarah,2749
6,CA,F,1991,Melissa,2578
6,CA,F,1991,Maria,2378
6,CA,F,1991,Michelle,2311
6,CA,F,1991,Brittany,2304
6,CA,F,1991,Nicole,2235
6,CA,F,1991,Vanessa,2185
6,CA,F,1991,Lauren,1943
6,CA,F,1991,Megan,1885
6,CA,F,1991,Christina,1877
6,CA,F,1991,Emily,1763
6,CA,F,1991,Rachel,1664
6,CA,F,1991,Danielle,1612
6,CA,F,1991,Jasmine,1505
8,CO,F,1991,Jessica,557
8,CO,F,1991,Ashley,540
8,CO,F,1991,Amanda,411
8,CO,F,1991,Sarah,408
8,CO,F,1991,Brittany,361
8,CO,F,1991,Samantha,338
8,CO,F,1991,Megan,311
8,CO,F,1991,Kayla,308
8,CO,F,1991,Emily,299
8,CO,F,1991,Stephanie,263
8,CO,F,1991,Jennifer,258
8,CO,F,1991,Rachel,257
8,CO,F,1991,Elizabeth,249
8,CO,F,1991,Hannah,236
8,CO,F,1991,Lauren,219
8,CO,F,1991,Nicole,217
8,CO,F,1991,Rebecca,201
8,CO,F,1991,Amber,194
8,CO,F,1991,Chelsea,194
8,CO,F,1991,Kelsey,193
8,CO,F,1991,Danielle,188
9,CT,F,1991,Ashley,506
9,CT,F,1991,Jessica,486
9,CT,F,1991,Amanda,430
9,CT,F,1991,Sarah,393
9,CT,F,1991,Samantha,377
9,CT,F,1991,Stephanie,371
9,CT,F,1991,Emily,336
9,CT,F,1991,Jennifer,328
9,CT,F,1991,Nicole,320
9,CT,F,1991,Brittany,293
9,CT,F,1991,Lauren,273
9,CT,F,1991,Elizabeth,264
9,CT,F,1991,Katherine,259
9,CT,F,1991,Rebecca,240
9,CT,F,1991,Rachel,234
9,CT,F,1991,Melissa,213
9,CT,F,1991,Alyssa,207
9,CT,F,1991,Danielle,206
9,CT,F,1991,Christina,202
9,CT,F,1991,Chelsea,197
9,CT,F,1991,Megan,196
10,DE,F,1991,Ashley,151
10,DE,F,1991,Amanda,125
10,DE,F,1991,Jessica,120
10,DE,F,1991,Brittany,93
10,DE,F,1991,Samantha,89
10,DE,F,1991,Megan,85
10,DE,F,1991,Sarah,85
10,DE,F,1991,Lauren,77
10,DE,F,1991,Emily,71
10,DE,F,1991,Jennifer,64
10,DE,F,1991,Courtney,58
10,DE,F,1991,Elizabeth,58
10,DE,F,1991,Amber,53
10,DE,F,1991,Melissa,51
10,DE,F,1991,Danielle,50
10,DE,F,1991,Nicole,48
10,DE,F,1991,Rebecca,47
10,DE,F,1991,Stephanie,46
10,DE,F,1991,Victoria,45
10,DE,F,1991,Katherine,44
10,DE,F,1991,Kelsey,43
11,DC,F,1991,Ashley,174
11,DC,F,1991,Jasmine,148
11,DC,F,1991,Brittany,132
11,DC,F,1991,Jessica,106
11,DC,F,1991,Sarah,88
11,DC,F,1991,Katherine,79
11,DC,F,1991,Elizabeth,76
11,DC,F,1991,Lauren,72
11,DC,F,1991,Jennifer,69
11,DC,F,1991,Emily,67
11,DC,F,1991,Alexandra,66
11,DC,F,1991,Stephanie,65
11,DC,F,1991,Amanda,62
11,DC,F,1991,Danielle,61
11,DC,F,1991,Nicole,60
11,DC,F,1991,Alexis,59
11,DC,F,1991,Rachel,57
11,DC,F,1991,Michelle,53
11,DC,F,1991,Tiffany,51
11,DC,F,1991,Christina,49
11,DC,F,1991,Erica,49
12,FL,F,1991,Ashley,2218
12,FL,F,1991,Jessica,2151
12,FL,F,1991,Brittany,1641
12,FL,F,1991,Amanda,1449
12,FL,F,1991,Stephanie,1260
12,FL,F,1991,Samantha,1226
12,FL,F,1991,Sarah,1093
12,FL,F,1991,Jennifer,1000
12,FL,F,1991,Kayla,886
12,FL,F,1991,Lauren,857
12,FL,F,1991,Nicole,845
12,FL,F,1991,Megan,825
12,FL,F,1991,Chelsea,758
12,FL,F,1991,Elizabeth,758
12,FL,F,1991,Amber,734
12,FL,F,1991,Danielle,734
12,FL,F,1991,Emily,703
12,FL,F,1991,Tiffany,696
12,FL,F,1991,Rachel,691
12,FL,F,1991,Michelle,685
12,FL,F,1991,Melissa,671
13,GA,F,1991,Ashley,1472
13,GA,F,1991,Jessica,1253
13,GA,F,1991,Brittany,1125
13,GA,F,1991,Kayla,662
13,GA,F,1991,Jasmine,633
13,GA,F,1991,Amber,620
13,GA,F,1991,Amanda,613
13,GA,F,1991,Sarah,580
13,GA,F,1991,Lauren,544
13,GA,F,1991,Courtney,536
13,GA,F,1991,Elizabeth,510
13,GA,F,1991,Megan,469
13,GA,F,1991,Emily,455
13,GA,F,1991,Tiffany,454
13,GA,F,1991,Jennifer,437
13,GA,F,1991,Heather,412
13,GA,F,1991,Rachel,407
13,GA,F,1991,Samantha,401
13,GA,F,1991,Hannah,386
13,GA,F,1991,Mary,378
13,GA,F,1991,Taylor,373
15,HI,F,1991,Ashley,157
15,HI,F,1991,Jessica,139
15,HI,F,1991,Nicole,110
15,HI,F,1991,Chelsea,85
15,HI,F,1991,Kayla,81
15,HI,F,1991,Sarah,78
15,HI,F,1991,Brittany,77
15,HI,F,1991,Samantha,75
15,HI,F,1991,Jennifer,71
15,HI,F,1991,Amanda,68
15,HI,F,1991,Megan,56
15,HI,F,1991,Alyssa,55
15,HI,F,1991,Jasmine,55
15,HI,F,1991,Lauren,55
15,HI,F,1991,Rachel,55
15,HI,F,1991,Amber,52
15,HI,F,1991,Emily,52
15,HI,F,1991,Stephanie,52
15,HI,F,1991,Melissa,51
15,HI,F,1991,Ariel,50
15,HI,F,1991,Tiffany,49
16,ID,F,1991,Jessica,207
16,ID,F,1991,Ashley,173
16,ID,F,1991,Amanda,125
16,ID,F,1991,Sarah,105
16,ID,F,1991,Samantha,98
16,ID,F,1991,Megan,95
16,ID,F,1991,Kayla,94
16,ID,F,1991,Jennifer,84
16,ID,F,1991,Stephanie,82
16,ID,F,1991,Kelsey,77
16,ID,F,1991,Brittany,74
16,ID,F,1991,Elizabeth,71
16,ID,F,1991,Amber,66
16,ID,F,1991,Rachel,66
16,ID,F,1991,Emily,64
16,ID,F,1991,Nicole,59
16,ID,F,1991,Shelby,58
16,ID,F,1991,Danielle,57
16,ID,F,1991,Rebecca,55
16,ID,F,1991,Kimberly,49
16,ID,F,1991,Hannah,48
17,IL,F,1991,Jessica,2026
17,IL,F,1991,Ashley,1868
17,IL,F,1991,Samantha,1272
17,IL,F,1991,Brittany,1266
17,IL,F,1991,Sarah,1193
17,IL,F,1991,Amanda,1154
17,IL,F,1991,Stephanie,1132
17,IL,F,1991,Elizabeth,1120
17,IL,F,1991,Emily,1049
17,IL,F,1991,Jennifer,1021
17,IL,F,1991,Megan,925
17,IL,F,1991,Lauren,867
17,IL,F,1991,Nicole,853
17,IL,F,1991,Rachel,782
17,IL,F,1991,Jasmine,691
17,IL,F,1991,Melissa,686
17,IL,F,1991,Danielle,681
17,IL,F,1991,Michelle,663
17,IL,F,1991,Rebecca,662
17,IL,F,1991,Kayla,629
17,IL,F,1991,Katherine,616
18,IN,F,1991,Ashley,1092
18,IN,F,1991,Jessica,989
18,IN,F,1991,Brittany,747
18,IN,F,1991,Sarah,670
18,IN,F,1991,Amanda,650
18,IN,F,1991,Emily,605
18,IN,F,1991,Megan,577
18,IN,F,1991,Kayla,575
18,IN,F,1991,Samantha,572
18,IN,F,1991,Elizabeth,463
18,IN,F,1991,Lauren,435
18,IN,F,1991,Rachel,414
18,IN,F,1991,Stephanie,405
18,IN,F,1991,Amber,391
18,IN,F,1991,Shelby,390
18,IN,F,1991,Kelsey,377
18,IN,F,1991,Courtney,375
18,IN,F,1991,Chelsea,371
18,IN,F,1991,Jennifer,351
18,IN,F,1991,Hannah,319
18,IN,F,1991,Danielle,312
